model,dataset,passage,question,answer
llama3:8b,qg_squad,"For five consecutive seasons, starting in season seven, the title was given to a white male who play",Who won season eleven of American Idol just before the finale?,Phillip Phillips
llama3:8b,qg_squad,"For five consecutive seasons, starting in season seven, the title was given to a white male who play",What did Richard Rushfield say young girls and grandmas see in American Idol contestants?,The nicest guy in a popularity contest
llama3:8b,qg_squad,"For five consecutive seasons, starting in season seven, the title was given to a white male who play","How many consecutive affable, very nice, good-looking white boys were winners on American Idol?",Four or five
llama3:8b,qg_squad,Seasonal rankings (based on average total viewers per episode) of American Idol. It holds the distin,How many consecutive years did American Idol hold the highest rating?,Seven
llama3:8b,qg_squad,Seasonal rankings (based on average total viewers per episode) of American Idol. It holds the distin,When was American Idol the highest-rated television program in the United States overall?,For an unprecedented seven consecutive years
llama3:8b,qg_squad,Seasonal rankings (based on average total viewers per episode) of American Idol. It holds the distin,What is the distinction of American Idol's Nielsen annual television ratings?,Having the longest winning streak
llama3:8b,qg_squad,Seasonal rankings (based on average total viewers per episode) of American Idol. It holds the distin,How many total years did American Idol hold the highest rating?,Eight
llama3:8b,qg_squad,Seasonal rankings (based on average total viewers per episode) of American Idol. It holds the distin,What were the two shows that contributed to American Idol's eight-year winning streak?,Performance and result show
llama3:8b,qg_squad,"On April 19, the BBC reported that 1,300 people had gathered outside BBC buildings in Manchester and",How many people gathered outside BBC buildings?,"1,300"
llama3:8b,qg_squad,"On April 19, the BBC reported that 1,300 people had gathered outside BBC buildings in Manchester and",Why did people protest against Western media bias?,what they described as Western media bias
llama3:8b,qg_squad,"On April 19, the BBC reported that 1,300 people had gathered outside BBC buildings in Manchester and",What was the title of the article published by the BBC?,The challenges of reporting in China
llama3:8b,qg_squad,"On April 19, the BBC reported that 1,300 people had gathered outside BBC buildings in Manchester and",When were Chinese people able to access the BBC News website for the first time?,after years of strict censorship
llama3:8b,qg_squad,"On April 19, the BBC reported that 1,300 people had gathered outside BBC buildings in Manchester and",What was Paul Danahar's message to readers?,People who criticise the media for their coverage in Tibet should acknowledge that we were and still are banned from reporting there.
llama3:8b,qg_squad,"Initially, officials were unable to contact the Wolong National Nature Reserve, home to around 280 g",How many giant pandas were at the Wolong National Nature Reserve?,Around 280
llama3:8b,qg_squad,"Initially, officials were unable to contact the Wolong National Nature Reserve, home to around 280 g",How many British tourists visited the Wolong Panda Reserve and returned safe and uninjured to Chengdu?,31
llama3:8b,qg_squad,"Initially, officials were unable to contact the Wolong National Nature Reserve, home to around 280 g",How many security guards at the reserve were killed by the earthquake?,Five
llama3:8b,qg_squad,"Initially, officials were unable to contact the Wolong National Nature Reserve, home to around 280 g",How many pandas escaped after their enclosures were damaged?,Six
llama3:8b,qg_squad,"Initially, officials were unable to contact the Wolong National Nature Reserve, home to around 280 g",What happened to one missing panda that was later found?,It was found dead under the rubble of an enclosure
llama3:8b,qg_squad,"In parliamentary systems, governments are generally required to have the confidence of the lower hou",What is required for governments in parliamentary systems?,to have the confidence of the lower house of parliament
llama3:8b,qg_squad,"In parliamentary systems, governments are generally required to have the confidence of the lower hou",When do most constitutional systems require a government to be replaced?,"when they lose a vote of confidence, have a motion of no confidence passed against them, or where they lose supply"
llama3:8b,qg_squad,"Originally, a FireWire connection to the host computer was used to update songs or recharge the batt",How was the device initially updated?,FireWire connection
llama3:8b,qg_squad,"Originally, a FireWire connection to the host computer was used to update songs or recharge the batt",What else could recharge the battery?,Power adapter or FireWire connection
llama3:8b,qg_squad,"Originally, a FireWire connection to the host computer was used to update songs or recharge the batt",Which generations came with a power adapter?,First four generations
llama3:8b,qg_squad,"As a division within the BBC, Television was formerly known as BBC Vision for a few years in the ear",What was the name of the BBC division in the early 21st century?,BBC Vision
llama3:8b,qg_squad,"As a division within the BBC, Television was formerly known as BBC Vision for a few years in the ear",When did the BBC division's name revert to Television?,2013
llama3:8b,qg_squad,"As a division within the BBC, Television was formerly known as BBC Vision for a few years in the ear",What is the responsibility of the BBC division Television?,"Commissioning, producing, scheduling and broadcasting programming"
llama3:8b,qg_squad,"As a division within the BBC, Television was formerly known as BBC Vision for a few years in the ear",Who leads the BBC division Television?,Danny Cohen
llama3:8b,qg_squad,"As a division within the BBC, Television was formerly known as BBC Vision for a few years in the ear",What does the BBC division Television broadcast?,Programming on BBC's television channels
llama3:8b,qg_squad,"Architecturally, the school has a Catholic character. Atop the Main Building's gold dome is a golden",What is on top of the Main Building's gold dome?,A golden statue of the Virgin Mary
llama3:8b,qg_squad,"Architecturally, the school has a Catholic character. Atop the Main Building's gold dome is a golden",Who is depicted in a copper statue with arms upraised with the legend 'Venite Ad Me Omnes'?,Christ
llama3:8b,qg_squad,"Architecturally, the school has a Catholic character. Atop the Main Building's gold dome is a golden",What is next to the Main Building?,The Basilica of the Sacred Heart
llama3:8b,qg_squad,"Architecturally, the school has a Catholic character. Atop the Main Building's gold dome is a golden",What is behind the basilica?,A Marian place of prayer and reflection (Grotto)
llama3:8b,qg_squad,"Architecturally, the school has a Catholic character. Atop the Main Building's gold dome is a golden",Where is the replica grotto from?,"Lourdes, France"
llama3:8b,qg_squad,"In 2011 a new, improved version of the Wayback Machine, with an updated interface and fresher index ",When was a new version of the Wayback Machine available for public testing?,2011
llama3:8b,qg_squad,"In 2011 a new, improved version of the Wayback Machine, with an updated interface and fresher index ",What was updated in the new version of the Wayback Machine?,Interface and index of archived content
llama3:8b,qg_squad,"Beyoncé has won 20 Grammy Awards, both as a solo artist and member of Destiny's Child, making her th",How many Grammy Awards has Beyoncé won?,20
llama3:8b,qg_squad,"Beyoncé has won 20 Grammy Awards, both as a solo artist and member of Destiny's Child, making her th","What is the most honored female artist by the Grammys, behind Beyoncé?",Alison Krauss
llama3:8b,qg_squad,"Beyoncé has won 20 Grammy Awards, both as a solo artist and member of Destiny's Child, making her th",In what year did Beyoncé win six Grammy Awards in one night?,2010
llama3:8b,qg_squad,"Beyoncé has won 20 Grammy Awards, both as a solo artist and member of Destiny's Child, making her th",What song won Best R&B Song previously?,'Say My Name' and 'Crazy in Love'
llama3:8b,qg_squad,"Beyoncé has won 20 Grammy Awards, both as a solo artist and member of Destiny's Child, making her th",How many nominations does Beyoncé have at the Grammy Awards?,52
llama3:8b,qg_squad,"Foxconn, Apple's manufacturer, initially denied the abuses, but when an auditing team from Apple fou",Who is Apple's manufacturer?,Foxconn
llama3:8b,qg_squad,"Foxconn, Apple's manufacturer, initially denied the abuses, but when an auditing team from Apple fou",Why did Foxconn initially deny abuses?,Because they found workers had been working longer hours than allowed under Chinese law
llama3:8b,qg_squad,"Foxconn, Apple's manufacturer, initially denied the abuses, but when an auditing team from Apple fou","Who hired the workplace standards auditing company, Verité?",Apple
llama3:8b,qg_squad,"Foxconn, Apple's manufacturer, initially denied the abuses, but when an auditing team from Apple fou","What is the name of the union formed by workers at the Foxconn factory in Longhua, Shenzhen?",The All-China Federation of Trade Unions
llama3:8b,qg_squad,"Foxconn, Apple's manufacturer, initially denied the abuses, but when an auditing team from Apple fou",When was the union formed?,"December 31, 2006"
llama3:8b,qg_squad,"According to East Asian and Tibetan Buddhism, there is an intermediate state (Tibetan ""bardo"") betwe",Is there a concept of an intermediate state in East Asian and Tibetan Buddhism?,Yes
llama3:8b,qg_squad,"According to East Asian and Tibetan Buddhism, there is an intermediate state (Tibetan ""bardo"") betwe",What is this intermediate state called in Tibetan?,Bardo
llama3:8b,qg_squad,"According to East Asian and Tibetan Buddhism, there is an intermediate state (Tibetan ""bardo"") betwe",Does Theravada reject the idea of an intermediate stage?,Yes
llama3:8b,qg_squad,"According to East Asian and Tibetan Buddhism, there is an intermediate state (Tibetan ""bardo"") betwe",Are there passages in the Samyutta Nikaya that support the concept of an intermediate state?,Yes
llama3:8b,qg_squad,"According to East Asian and Tibetan Buddhism, there is an intermediate state (Tibetan ""bardo"") betwe",Did the Buddha teach about an intermediate stage between one life and the next?,It seems so
llama3:8b,qg_squad,"In 1967 Tom and Jerry cartoons first aired on BBC One, with around 2 episodes shown every evening at",When did Tom and Jerry cartoons first air on BBC One?,1967
llama3:8b,qg_squad,"In 1967 Tom and Jerry cartoons first aired on BBC One, with around 2 episodes shown every evening at",How often were episodes shown on BBC One?,Around 2 episodes per evening
llama3:8b,qg_squad,"In 1967 Tom and Jerry cartoons first aired on BBC One, with around 2 episodes shown every evening at",What time of day were the episodes aired on BBC One?,17:00
llama3:8b,qg_squad,"In 1967 Tom and Jerry cartoons first aired on BBC One, with around 2 episodes shown every evening at",When did the BBC stop airing Tom and Jerry cartoons?,2000
llama3:8b,qg_squad,"In 1967 Tom and Jerry cartoons first aired on BBC One, with around 2 episodes shown every evening at",Where else did Tom and Jerry cartoons air occasionally?,CBBC
llama3:8b,qg_squad,"According to the 2011 Census, 81.0% of the Portuguese population are Roman Catholic. The country has",What percentage of the Portuguese population are Roman Catholic?,81.0%
llama3:8b,qg_squad,"According to the 2011 Census, 81.0% of the Portuguese population are Roman Catholic. The country has",What percentage of the population declared themselves to be non-religious?,6.8%
llama3:8b,qg_squad,"According to the 2011 Census, 81.0% of the Portuguese population are Roman Catholic. The country has",What percentage of the population did not give any answer about their religion?,8.3%
llama3:8b,qg_squad,"According to the 2011 Census, 81.0% of the Portuguese population are Roman Catholic. The country has","What is the approximate percentage of the Portuguese population that are Roman Catholic, according to the 2011 Census?",81.0%
llama3:8b,qg_squad,"According to the 2011 Census, 81.0% of the Portuguese population are Roman Catholic. The country has",What religions have small communities in Portugal?,"Protestant, Latter-day Saint, Muslim, Hindu, Sikh, Eastern Orthodox Church, Jehovah's Witnesses, Baha'i, Buddhist, Jewish and Spiritist"
llama3:8b,qg_squad,"The continuing decline influenced further changes for season 14, including the loss of Coca-Cola as ",What happened to American Idol's sponsor in season 14?,Coca-Cola
llama3:8b,qg_squad,"The continuing decline influenced further changes for season 14, including the loss of Coca-Cola as ",How many shows did American Idol broadcast per week during the top 12 rounds in season 14?,"One, two-hour show"
llama3:8b,qg_squad,"The continuing decline influenced further changes for season 14, including the loss of Coca-Cola as ",What was announced about American Idol's fifteenth season prior to its fourteenth season finale?,It would be its last
llama3:8b,qg_squad,"The continuing decline influenced further changes for season 14, including the loss of Coca-Cola as ",How many viewers watched the fourteenth season finale of American Idol?,8.03 million
llama3:8b,qg_squad,"The continuing decline influenced further changes for season 14, including the loss of Coca-Cola as ",What was the fifteenth season of American Idol compared to?,It would decline more sharply
llama3:8b,qg_squad,Horizontal gene transfer is invoked to explain how there is often extreme similarity between small p,Is horizontal gene transfer responsible for similar genome portions?,Yes
llama3:8b,qg_squad,Horizontal gene transfer is invoked to explain how there is often extreme similarity between small p,How common is horizontal gene transfer among microbes?,Common
llama3:8b,qg_squad,Horizontal gene transfer is invoked to explain how there is often extreme similarity between small p,What kind of cells experienced genetic material transfer from chloroplast and mitochondrial genomes to nuclear chromosomes?,Eukaryotic cells
llama3:8b,qg_squad,Horizontal gene transfer is invoked to explain how there is often extreme similarity between small p,Are there organisms that are distantly related but have similar genome portions?,Yes
llama3:8b,qg_squad,Horizontal gene transfer is invoked to explain how there is often extreme similarity between small p,What is invoked to explain similarity between small genome portions of distantly related organisms?,Horizontal gene transfer
llama3:8b,qg_squad,"On August 24, 2006, Apple and Creative announced a broad settlement to end their legal disputes. App",When did Apple and Creative announce a settlement?,"August 24, 2006"
llama3:8b,qg_squad,"On August 24, 2006, Apple and Creative announced a broad settlement to end their legal disputes. App",How much will Apple pay to use Creative's awarded patent in all its products?,US$100 million
llama3:8b,qg_squad,"On August 24, 2006, Apple and Creative announced a broad settlement to end their legal disputes. App",What is the name of the program Creative plans to join to produce iPod accessories?,Made for iPod
llama3:8b,qg_squad,"Waitz defined anthropology as ""the science of the nature of man"". By nature he meant matter animated",What did Waitz define anthropology as?,The science of the nature of man
llama3:8b,qg_squad,"Waitz defined anthropology as ""the science of the nature of man"". By nature he meant matter animated",To what did Waitz refer to when he used the term 'nature' in his definition of anthropology?,Matter animated by the Divine breath
llama3:8b,qg_squad,"Waitz defined anthropology as ""the science of the nature of man"". By nature he meant matter animated","What fields would anthropology gather material from, according to Waitz?",Other fields
llama3:8b,qg_squad,"Waitz defined anthropology as ""the science of the nature of man"". By nature he meant matter animated","How does anthropology differ from other fields, according to Waitz?","By using comparative anatomy, physiology, and psychology to differentiate man from the animals nearest to him"
llama3:8b,qg_squad,"Waitz defined anthropology as ""the science of the nature of man"". By nature he meant matter animated","What is presumed fundamentally in anthropology, according to Waitz?","That the species, man, is a unity"
llama3:8b,qg_squad,"In Theravada Buddhism there can be no divine salvation or forgiveness for one's karma, since it is a",Is there divine salvation or forgiveness for one's karma in Theravada Buddhism?,No
llama3:8b,qg_squad,"In Theravada Buddhism there can be no divine salvation or forgiveness for one's karma, since it is a",Can certain Mahayana sutras expunge negative karma?,Yes
llama3:8b,qg_squad,"In Theravada Buddhism there can be no divine salvation or forgiveness for one's karma, since it is a",What is a means for cutting off of previous negative karma in Vajrayana Buddhism?,The recitation of mantras
llama3:8b,qg_squad,"In Theravada Buddhism there can be no divine salvation or forgiveness for one's karma, since it is a",Can the power of Amitābha destroy karma that would otherwise bind one in saṃsāra?,Yes
llama3:8b,qg_squad,"In Theravada Buddhism there can be no divine salvation or forgiveness for one's karma, since it is a",Is Theravada Buddhism's karma a purely impersonal process?,Yes
llama3:8b,qg_squad,Economist Paul Krugman and U.S. Treasury Secretary Timothy Geithner explain the credit crisis via th,Who explained the credit crisis via the implosion of the shadow banking system?,Economist Paul Krugman and U.S. Treasury Secretary Timothy Geithner
llama3:8b,qg_squad,Economist Paul Krugman and U.S. Treasury Secretary Timothy Geithner explain the credit crisis via th,What had grown to nearly equal the importance of traditional commercial banking sector?,The shadow banking system
llama3:8b,qg_squad,Economist Paul Krugman and U.S. Treasury Secretary Timothy Geithner explain the credit crisis via th,Why could investment banks and other entities in the shadow banking system not provide funds?,Because they could not obtain investor funds in exchange for most types of mortgage-backed securities or asset-backed commercial paper
llama3:8b,qg_squad,"West's breakthrough came a year later on October 23, 2002, when, while driving home from a Californi",When did West's breakthrough come?,"October 23, 2002"
llama3:8b,qg_squad,"West's breakthrough came a year later on October 23, 2002, when, while driving home from a Californi",What was the result of West's car crash?,A shattered jaw
llama3:8b,qg_squad,"West's breakthrough came a year later on October 23, 2002, when, while driving home from a Californi",How long after being admitted to the hospital did West record a song?,Two weeks
llama3:8b,qg_squad,"West's breakthrough came a year later on October 23, 2002, when, while driving home from a Californi",What was the theme of West's album The College Dropout?,"'Make your own decisions. Don't let society tell you, 'This is what you have to do.''"
llama3:8b,qg_squad,"West's breakthrough came a year later on October 23, 2002, when, while driving home from a Californi",When was West's Get Well Soon... mixtape released?,December 2002
llama3:8b,qg_squad,In the Russian constitution the prime minister is actually titled Chairman of the government while t,What is the Russian prime minister officially titled?,Chairman of the government
llama3:8b,qg_squad,In the Russian constitution the prime minister is actually titled Chairman of the government while t,What is the Irish prime minister called in English?,Prime minister
llama3:8b,qg_squad,In the Russian constitution the prime minister is actually titled Chairman of the government while t,What is the Israeli prime minister called?,Rosh HaMemshalah (head of the government)
llama3:8b,qg_squad,In the Russian constitution the prime minister is actually titled Chairman of the government while t,What is the Spanish prime minister officially titled?,President of the Government (Presidente del Gobierno)
llama3:8b,qg_squad,In the Russian constitution the prime minister is actually titled Chairman of the government while t,In what cases is 'prime minister' not an official title?,Many cases
llama3:8b,qg_squad,"The Legend of Zelda: Twilight Princess is an action-adventure game focused on combat, exploration, a",What is the main focus of The Legend of Zelda: Twilight Princess?,action-adventure game
llama3:8b,qg_squad,"The Legend of Zelda: Twilight Princess is an action-adventure game focused on combat, exploration, a",What type of control scheme does Twilight Princess use?,basic control scheme introduced in Ocarina of Time
llama3:8b,qg_squad,"The Legend of Zelda: Twilight Princess is an action-adventure game focused on combat, exploration, a",How can Link jump while playing Twilight Princess?,automatically when running off of or reaching for a ledge
llama3:8b,qg_squad,"The Legend of Zelda: Twilight Princess is an action-adventure game focused on combat, exploration, a",What is used by Link to focus on an enemy or important object?,L-targeting (Z-targeting on the Wii)
llama3:8b,qg_squad,"The Legend of Zelda: Twilight Princess is an action-adventure game focused on combat, exploration, a",What types of weapons and items can be used in combat?,"sword, shield, bow and arrows, boomerang, bombs, Clawshot"
llama3:8b,qg_squad,"On April 20, the People's Daily published a report entitled ""Overseas Chinese rally against biased m",What was the title of the report published in People's Daily on April 20?,"Overseas Chinese rally against biased media coverage, for Olympics"
llama3:8b,qg_squad,"On April 20, the People's Daily published a report entitled ""Overseas Chinese rally against biased m","Where did Chinese people demonstrate, as shown by images in the report?","France, the United Kingdom, Germany and the United States"
llama3:8b,qg_squad,"On April 20, the People's Daily published a report entitled ""Overseas Chinese rally against biased m",What claim was made on a sign held by Chinese demonstrators?,The BBC had not reported on Jin Jing
llama3:8b,qg_squad,"On April 20, the People's Daily published a report entitled ""Overseas Chinese rally against biased m",Who claimed that the BBC had misled the public with biased reports?,One protestor
llama3:8b,qg_squad,"On April 20, the People's Daily published a report entitled ""Overseas Chinese rally against biased m","What was the alleged issue with the BBC's coverage, according to a protestor?",Intensive untruthful reports and biased coverage
llama3:8b,qg_squad,"The final showdown was between Justin Guarini, one of the early favorites, and Kelly Clarkson. Clark",Who was one of the early favorites in the final showdown?,Justin Guarini
llama3:8b,qg_squad,"The final showdown was between Justin Guarini, one of the early favorites, and Kelly Clarkson. Clark",Who impressed the judges with good performances in the final rounds?,Kelly Clarkson
llama3:8b,qg_squad,"The final showdown was between Justin Guarini, one of the early favorites, and Kelly Clarkson. Clark",What song did Kelly Clarkson perform to impress the judges?,Aretha Franklin's 'Natural Woman'
llama3:8b,qg_squad,"The final showdown was between Justin Guarini, one of the early favorites, and Kelly Clarkson. Clark",When did Kelly Clarkson eventually win the crown?,"September 4, 2002"
llama3:8b,qg_squad,"The final showdown was between Justin Guarini, one of the early favorites, and Kelly Clarkson. Clark",Who else performed songs by Kelly Clarkson in the final rounds?,Betty Hutton
llama3:8b,qg_squad,"Jessica Sanchez received the fewest number of votes during the Top 7 week, and the judges decided to",Who received the fewest number of votes during the Top 7 week?,Jessica Sanchez
llama3:8b,qg_squad,"Jessica Sanchez received the fewest number of votes during the Top 7 week, and the judges decided to",Which contestant was saved by the judges' 'save' option?,Jessica Sanchez
llama3:8b,qg_squad,"Jessica Sanchez received the fewest number of votes during the Top 7 week, and the judges decided to",Who was sent home in the following week?,Colton Dixon
llama3:8b,qg_squad,"Jessica Sanchez received the fewest number of votes during the Top 7 week, and the judges decided to",Did a recipient of the save reach the finale in previous seasons?,No
llama3:8b,qg_squad,"Jessica Sanchez received the fewest number of votes during the Top 7 week, and the judges decided to",How far did Jessica Sanchez make it in the competition?,The final two
llama3:8b,qg_squad,"In Ireland comprehensive schools were an earlier model of state schools, introduced in the late 1960",When were comprehensive schools introduced in Ireland?,late 1960s
llama3:8b,qg_squad,"In Ireland comprehensive schools were an earlier model of state schools, introduced in the late 1960",What replaced comprehensive schools in the 1970s?,secular community model
llama3:8b,qg_squad,"In Ireland comprehensive schools were an earlier model of state schools, introduced in the late 1960",Who owns the school property under the comprehensive model?,the state
llama3:8b,qg_squad,"In Ireland comprehensive schools were an earlier model of state schools, introduced in the late 1960",What do various denominations manage under the comprehensive model?,schools as patrons or trustees
llama3:8b,qg_squad,"In Ireland comprehensive schools were an earlier model of state schools, introduced in the late 1960",Why was the comprehensive model adopted in Ireland?,to make state schools more acceptable to a largely conservative society
llama3:8b,qg_squad,"Initial reactions to the novel were varied. The New Yorker declared it ""skilled, unpretentious, and ",What was The New Yorker's review of the novel?,"skilled, unpretentious, and totally ingenious"
llama3:8b,qg_squad,"Initial reactions to the novel were varied. The New Yorker declared it ""skilled, unpretentious, and ",How did Time magazine describe Scout Finch?,the most appealing child since Carson McCullers' Frankie got left behind at the wedding
llama3:8b,qg_squad,"Initial reactions to the novel were varied. The New Yorker declared it ""skilled, unpretentious, and ",What is described as 'strong contemporary national significance' in the novel?,To Kill a Mockingbird
llama3:8b,qg_squad,"Initial reactions to the novel were varied. The New Yorker declared it ""skilled, unpretentious, and ",How did The Atlantic Monthly's reviewer describe the narrative voice?,a six-year-old girl with the prose style of a well-educated adult
llama3:8b,qg_squad,"Initial reactions to the novel were varied. The New Yorker declared it ""skilled, unpretentious, and ",What does The Chicago Sunday Tribune say is not done by the novel?,underlines no cause
llama3:8b,qg_squad,"Adventurer and poet Luís de Camões (c. 1524–1580) wrote the epic poem ""Os Lusíadas"" (The Lusiads), w",Who wrote the epic poem 'Os Lusíadas'?,Luís de Camões
llama3:8b,qg_squad,"Adventurer and poet Luís de Camões (c. 1524–1580) wrote the epic poem ""Os Lusíadas"" (The Lusiads), w",What was Luís de Camões' main influence for writing 'Os Lusíadas'?,Virgil's Aeneid
llama3:8b,qg_squad,"Adventurer and poet Luís de Camões (c. 1524–1580) wrote the epic poem ""Os Lusíadas"" (The Lusiads), w",Who is a representative of modern Portuguese literature?,José Saramago
llama3:8b,qg_squad,"Adventurer and poet Luís de Camões (c. 1524–1580) wrote the epic poem ""Os Lusíadas"" (The Lusiads), w",What award did José Saramago receive in 1998?,Nobel Prize in Literature
llama3:8b,qg_squad,"Adventurer and poet Luís de Camões (c. 1524–1580) wrote the epic poem ""Os Lusíadas"" (The Lusiads), w",When was Fernando Pessoa born and died?,1888-1935
llama3:8b,qg_squad,"An important property of light fixtures is the luminous efficacy or wall-plug efficiency, meaning th",What is another term for luminous efficacy?,Wall-plug efficiency
llama3:8b,qg_squad,"An important property of light fixtures is the luminous efficacy or wall-plug efficiency, meaning th",How is the efficacy of a fixture with replaceable light sources typically quoted?,As a percentage of light passed from the bulb to the surroundings
llama3:8b,qg_squad,"An important property of light fixtures is the luminous efficacy or wall-plug efficiency, meaning th",What affects the directionality and visual comfort probability of lighting?,Shading the light
llama3:8b,qg_squad,"An important property of light fixtures is the luminous efficacy or wall-plug efficiency, meaning th",Does shading the light increase or decrease efficacy?,Decrease
llama3:8b,qg_squad,"An important property of light fixtures is the luminous efficacy or wall-plug efficiency, meaning th",How does transparency affect luminous efficacy?,Increases it
llama3:8b,qg_squad,"West's fourth studio album, 808s & Heartbreak (2008), marked an even more radical departure from his",What was the title of Kanye West's fourth studio album?,808s & Heartbreak
llama3:8b,qg_squad,"West's fourth studio album, 808s & Heartbreak (2008), marked an even more radical departure from his",In what year did Kanye West release his fourth studio album?,2008
llama3:8b,qg_squad,"West's fourth studio album, 808s & Heartbreak (2008), marked an even more radical departure from his","What instrument did Kanye West use to produce a distorted, electronic sound?",Roland TR-808 drum machine
llama3:8b,qg_squad,"West's fourth studio album, 808s & Heartbreak (2008), marked an even more radical departure from his",Who was one of the artists that influenced Kanye West's album?,Gary Numan
llama3:8b,qg_squad,"West's fourth studio album, 808s & Heartbreak (2008), marked an even more radical departure from his",What type of music did the album draw comparisons to?,1980s post-punk and new wave groups
llama3:8b,qg_squad,"The teachings on the Four Noble Truths are regarded as central to the teachings of Buddhism, and are",What are the Four Noble Truths about?,The teachings of Buddhism
llama3:8b,qg_squad,"The teachings on the Four Noble Truths are regarded as central to the teachings of Buddhism, and are",What do the Four Noble Truths explain?,"The nature of dukkha, its causes, and how it can be overcome"
llama3:8b,qg_squad,"The teachings on the Four Noble Truths are regarded as central to the teachings of Buddhism, and are",What is the purpose of the Four Noble Truths?,To provide a conceptual framework for Buddhist thought
llama3:8b,qg_squad,To Kill a Mockingbird has been a source of significant controversy since its being the subject of cl,When did 'To Kill a Mockingbird' become a subject of classroom study?,1963
llama3:8b,qg_squad,To Kill a Mockingbird has been a source of significant controversy since its being the subject of cl,What types of content have led people to challenge the book's appropriateness?,"Racial slurs, profanity, and frank discussion of rape"
llama3:8b,qg_squad,To Kill a Mockingbird has been a source of significant controversy since its being the subject of cl,What was the ranking of 'To Kill a Mockingbird' in the most frequently challenged books of 2000-2009?,21
llama3:8b,qg_squad,Kinship can refer both to the study of the patterns of social relationships in one or more human cul,What does 'kinship' refer to?,The study of patterns of social relationships or the patterns themselves
llama3:8b,qg_squad,Kinship can refer both to the study of the patterns of social relationships in one or more human cul,What are some related concepts in anthropology?,"Descent, descent groups, lineages, affines, cognates, and fictive kinship"
llama3:8b,qg_squad,Kinship can refer both to the study of the patterns of social relationships in one or more human cul,How can kinship patterns be considered?,Including people related by descent or relatives by marriage
llama3:8b,qg_squad,"Sometimes security lighting can be used along roadways in urban areas, or behind homes or commercial",What is one common use for security lighting?,"along roadways in urban areas, or behind homes or commercial facilities"
llama3:8b,qg_squad,"Sometimes security lighting can be used along roadways in urban areas, or behind homes or commercial",What is the purpose of security lights?,to deter crime
llama3:8b,qg_squad,"Sometimes security lighting can be used along roadways in urban areas, or behind homes or commercial",What type of light is a security light?,extremely bright light
llama3:8b,qg_squad,"Sometimes security lighting can be used along roadways in urban areas, or behind homes or commercial",What kind of security lights may be used?,floodlights
llama3:8b,qg_squad,"In 1969, Schwarzenegger met Barbara Outland (later Barbara Outland Baker), an English teacher he liv",In what year did Schwarzenegger meet Barbara Outland?,1969
llama3:8b,qg_squad,"In 1969, Schwarzenegger met Barbara Outland (later Barbara Outland Baker), an English teacher he liv",How long did Schwarzenegger and Barbara live together?,Until 1974
llama3:8b,qg_squad,"In 1969, Schwarzenegger met Barbara Outland (later Barbara Outland Baker), an English teacher he liv",What did Schwarzenegger and Barbara do on their first date?,Watched the first Apollo Moon landing on television
llama3:8b,qg_squad,"In 1969, Schwarzenegger met Barbara Outland (later Barbara Outland Baker), an English teacher he liv",Where did Schwarzenegger and Barbara share an apartment for three and a half years?,Santa Monica
llama3:8b,qg_squad,"In 1969, Schwarzenegger met Barbara Outland (later Barbara Outland Baker), an English teacher he liv",What was one of the things Schwarzenegger and Barbara would do with little money?,"Visit the beach all day, or have barbecues in the back yard"
