model,dataset,passage,question,answer
phi,qg_squadshifts_amazon,Purchased as a replacement for another unit of a different brand that stopped working. While the uni,What is the recommended amount of chocolate needed for this fountain?,4 lbs.
phi,qg_squadshifts_amazon,"If you are deciding between Zenith etagere brand or Elegant home etagere products , I suggest you sh",What is the main difference between Zenith etagere brand and Elegant home etagere products?,"Zenith was not exactly like you are buying a ready to use etagere with minor assembly required, while Elegant home was great."
phi,qg_squadshifts_amazon,"If you are deciding between Zenith etagere brand or Elegant home etagere products , I suggest you sh",Why did the user feel that Elegant home was better than Zenith?,The user felt that Elegant home was great. It was partially preassembled with hinges already attached and easy turn cam bolts which can disasemble or reassemble without damage if you make a mistake.
phi,qg_squadshifts_amazon,"I thought I had ruined my All-Clad pan when I boiled it dry accidentally. Oh, I was so upset with my",What is the author's attitude towards their pan?,The author was upset with themselves.
phi,qg_squadshifts_amazon,"I thought I had ruined my All-Clad pan when I boiled it dry accidentally. Oh, I was so upset with my",How did the cleaner affect the appearance of the pan?,"It restored it beautifully, making it look like it did before it was ruined."
phi,qg_squadshifts_amazon,"What I like best about these is the oval shape that really does fit into tight places. Also, there i",What is best about these kitchen tools?,"I like the oval shape that fits into tight places, and the clear stamped measurements that won't wear away over time."
phi,qg_squadshifts_amazon,"What I like best about these is the oval shape that really does fit into tight places. Also, there i",Why did you throw out your old plastic spoon?,It had a worn-off screen printed measurement.
phi,qg_squadshifts_amazon,"What I like best about these is the oval shape that really does fit into tight places. Also, there i",What should I be cautious of when using these spoons?,"Remove the chain, as it can rust and stain the spoons."
phi,qg_squadshifts_amazon,First I bought a mandolin to julienne my carrots and cucumbers for California rolls. That machine wa,What did the user buy to julienne their carrots and cucumbers for California rolls?,The user bought a mandolin.
phi,qg_squadshifts_amazon,First I bought a mandolin to julienne my carrots and cucumbers for California rolls. That machine wa,Why did the user decide to try this gadget for cutting strips of carrots?,The user wanted to cut thin or thicker carrot strips.
phi,qg_squadshifts_amazon,First I bought a mandolin to julienne my carrots and cucumbers for California rolls. That machine wa,Did the user enjoy using this gadget?,"Yes, the user felt safe and enjoyed using it."
phi,qg_squadshifts_amazon,I ordered this saucepan because it looked decent enough to serve my purpose. The package arrived on ,Does the saucepan have a small base?,"Yes, the main problem I have with this pan is that the base is really really small. Because of this incredibly small surface, most of the heat from the stove is wasted and it takes longer for the liquid to boil."
phi,qg_squadshifts_amazon,I ordered this saucepan because it looked decent enough to serve my purpose. The package arrived on ,How does the handle feel?,The handle is very heavy. So the pan has a tendency to tip over when empty.
phi,qg_squadshifts_amazon,I ordered this saucepan because it looked decent enough to serve my purpose. The package arrived on ,Is the saucepan easy to clean?,"Yes, I am not sure if this product was bought from a store and then shipped to me. Product-wise, this is an okay saucepan. The handle is very heavy. So the pan has a tendency to tip over when empty."
phi,qg_squadshifts_amazon,I ordered this saucepan because it looked decent enough to serve my purpose. The package arrived on ,Does the saucepan boil quickly?,"The saucepan also gets stained very easily in my opinion. The main problem I have with this pan is that the base is really really small. Because of this incredibly small surface, most of the heat from the stove is wasted and it takes longer for the liquid to boil."
phi,qg_squadshifts_amazon,I ordered this saucepan because it looked decent enough to serve my purpose. The package arrived on ,Would you recommend this saucepan?,I would not recommend this pan. You can find something better for similar or slightly higher price.
phi,qg_squadshifts_amazon,Bought this over a month ago because I am so tired of using a hand can opener when I spend a lot of ,What does the author feel about their hand can opener?,The author feels that their new hand can opener is a blessing in their kitchen and they cannot live without it.
phi,qg_squadshifts_amazon,Bought this over a month ago because I am so tired of using a hand can opener when I spend a lot of ,How long has the author been using this hand can opener for?,"The author has been using this hand can opener for over a month, as stated in the passage."
phi,qg_squadshifts_amazon,Bought this over a month ago because I am so tired of using a hand can opener when I spend a lot of ,What type of tone does the author use to describe their experience with this new product?,The author uses an enthusiastic and positive tone to describe their experience with this new product.
phi,qg_squadshifts_amazon,Bought this over a month ago because I am so tired of using a hand can opener when I spend a lot of ,How many question-answer pairs can be generated from this passage?,"A maximum of 5 question-answer pairs can be generated from this passage, as the requirement states."
phi,qg_squadshifts_amazon,I bought two of these for use in a couple of library buildings to hold plastic grocery bags for peop,What did the person think of the plastic grocery bags?,The person was very impressed with their ingenuity and thought they would be useful for a variety of things.
phi,qg_squadshifts_amazon,I bought two of these for use in a couple of library buildings to hold plastic grocery bags for peop,How many units did the person order?,The person ordered two units.
phi,qg_squadshifts_amazon,I bought two of these for use in a couple of library buildings to hold plastic grocery bags for peop,What was missing from one of the units that the person ordered?,"One foot pedal was missing from one of the units, but it was quickly replaced by Richell."
phi,qg_squadshifts_amazon,"At a reasonable cost, one can determine if using a French Press is at all appealing. The unit, thoug",What is the unit used to determine if using a French Press is appealing?,At a reasonable cost.
phi,qg_squadshifts_amazon,"At a reasonable cost, one can determine if using a French Press is at all appealing. The unit, thoug",What does the assistant suggest after finding a congenial grind?,To 'graduate' to a more expensive and superior press.
phi,qg_squadshifts_amazon,"At a reasonable cost, one can determine if using a French Press is at all appealing. The unit, thoug",How much coffee can be obtained from a French Press?,33 ounces yields about 4 standard cups.
phi,qg_squadshifts_amazon,We had a generic rice maker/steamer for a long time.Sometimes the rice came out soggy and sometimes ,How did you find out about this rice maker?,I called Zojirushi and spoke with someone there who helped me to pick out the best model for our purposes
phi,qg_squadshifts_amazon,We had a generic rice maker/steamer for a long time.Sometimes the rice came out soggy and sometimes ,What type of rice can be cooked in this machine?,"Sushi rice, white medium rice and brown Gaba rice"
phi,qg_squadshifts_amazon,We had a generic rice maker/steamer for a long time.Sometimes the rice came out soggy and sometimes ,Is it possible to set a time delay start?,"Yes, you can. You can also reprogram the timer if you prefer that."
phi,qg_squadshifts_amazon,We had a generic rice maker/steamer for a long time.Sometimes the rice came out soggy and sometimes ,How easy is it to clean the rice maker?,"The rice maker itself is fairly small, low profile and looks classy with its stainless steel exterior. It is easy to clean."
phi,qg_squadshifts_amazon,We had a generic rice maker/steamer for a long time.Sometimes the rice came out soggy and sometimes ,What did other people say about this machine's cord size?,Someone else mentioned that they didn't like the 'large' cord but it didn't bother me at all.
phi,qg_squadshifts_amazon,This rice cooker is a gem. I keep it on my counter because you can make just about anything in it. I,What does the user think of this rice cooker?,The user thinks that it is a gem.
phi,qg_squadshifts_amazon,This rice cooker is a gem. I keep it on my counter because you can make just about anything in it. I,What does the user usually cook in the rice cooker?,The user uses bulgar wheat instead of rice and steams veggies like a pro.
phi,qg_squadshifts_amazon,This rice cooker is a gem. I keep it on my counter because you can make just about anything in it. I,How does the user describe the taste of the soup they have made?,The user describes it as rivaling any restaurant.
phi,qg_squadshifts_amazon,This rice cooker is a gem. I keep it on my counter because you can make just about anything in it. I,What other types of food has the user cooked in this rice cooker?,They also use it to make a cake and say it is more than just a rice cooker and steamer.
phi,qg_squadshifts_amazon,This rice cooker is a gem. I keep it on my counter because you can make just about anything in it. I,Would the user buy another rice cooker if this one were to break down?,The user says they would buy another one to replace it.
phi,qg_squadshifts_amazon,"After burning my hand through an old oven mitt at my parents house, I knew something had to be done ",What did the user purchase after burning their hand?,The user purchased two push-pullers of power
phi,qg_squadshifts_amazon,"After burning my hand through an old oven mitt at my parents house, I knew something had to be done ",How does this tool differ from using any old stick for pushing and pulling racks?,"There is a notch at the end that can push a rack without slipping, while the second notch pulls that rack right out again. No burns, no slips and certainly no mitt needed."
phi,qg_squadshifts_amazon,"After burning my hand through an old oven mitt at my parents house, I knew something had to be done ",What else could this tool be used for besides pushing and pulling racks?,"The ruler hasn't come in handy yet, but someday they will want to know how long something is and this will be ready to go. There is also a small magnet on the back so you can hang it on your fridge."
phi,qg_squadshifts_amazon,"After burning my hand through an old oven mitt at my parents house, I knew something had to be done ",What was the user's initial reaction upon burning their hand at their parent's house?,The user knew something had to be done to keep their sanity in check.
phi,qg_squadshifts_amazon,"After burning my hand through an old oven mitt at my parents house, I knew something had to be done ",What did the user hear about wood tools before purchasing this push-puller of power?,"The user heard about it before, but wasn't exactly sure what to call it. The word push and pull came up during their search."
phi,qg_squadshifts_amazon,I ordered this French press because I wanted to take my drip coffee maker off the countertop to make,What was the reason for ordering the French press?,I wanted to take my drip coffee maker off the countertop to make way for an espresso machine and bean grinder.
phi,qg_squadshifts_amazon,I ordered this French press because I wanted to take my drip coffee maker off the countertop to make,What is the biggest complaint about French presses according to the passage?,They are not insulated and the coffee cools too quickly.
phi,qg_squadshifts_amazon,I ordered this French press because I wanted to take my drip coffee maker off the countertop to make,How long does the French press keep my coffee hot for?,At least an hour.
phi,qg_squadshifts_amazon,I ordered this French press because I wanted to take my drip coffee maker off the countertop to make,Is the French Press sturdy?,"Yes, it is well made, heavy, and not flimsy at all."
phi,qg_squadshifts_amazon,I ordered this French press because I wanted to take my drip coffee maker off the countertop to make,Can this French press hold 42 ounces of coffee?,"No, but it makes enough for one pot. If you have a lot of coffee drinkers, you would be making more than one pot."
phi,qg_squadshifts_amazon,"I bought this at a big box store, which thankfully is not too far from my home, as it had to be retu",What brand and model was returned?,Vornado
phi,qg_squadshifts_amazon,"These bags are a decent price and very handy to have stashed in your purse, messenger bag, briefcase",What size are these bags?,They are about the same size as your standard plastic grocery bag
phi,qg_squadshifts_amazon,"These bags are a decent price and very handy to have stashed in your purse, messenger bag, briefcase",Are they easy to stuff and unstuff?,"Yes, they do seem to hold a good amount of stuff"
phi,qg_squadshifts_amazon,"I love this vacuum for many reasons. I am used to using a Miele vacuum cleaner, which has a ver stro",What brand of vacuum cleaner does the user currently own?,The user is used to using a Miele vacuum cleaner.
phi,qg_squadshifts_amazon,"I love this vacuum for many reasons. I am used to using a Miele vacuum cleaner, which has a ver stro",What are some features of this new vacuum cleaner that the user likes?,"The user likes the retractable cord, the washable filter, and the bag-less cup."
phi,qg_squadshifts_amazon,"I love this vacuum for many reasons. I am used to using a Miele vacuum cleaner, which has a ver stro",How heavy is this new vacuum compared to the user's Miele vacuum cleaner?,This vacuum is much heavier then the user's Miele.
phi,qg_squadshifts_amazon,"I love this vacuum for many reasons. I am used to using a Miele vacuum cleaner, which has a ver stro",On what floor of the house does the user keep this new vacuum cleaner?,The user keeps this new vacuum cleaner on the second floor of their house.
phi,qg_squadshifts_amazon,This over the door towel rack consists of a white backboard piece and three chrome towel racks. It c,How many different size towel racks are there?,"There are three different size towel racks: small, medium, and large."
phi,qg_squadshifts_amazon,This over the door towel rack consists of a white backboard piece and three chrome towel racks. It c,What should be the order of the towel racks on the backboard piece?,"The largest rack should be at the bottom, followed by the medium-sized one in the middle, and then the smallest one at the top."
phi,qg_squadshifts_amazon,This over the door towel rack consists of a white backboard piece and three chrome towel racks. It c,How do you attach the towel rack to the backboard piece?,"Simply slide the rack through the holes on the backboard and snap it into place. Be sure to put the largest rack at the bottom, medium size in the middle, and the small rack at the top."
phi,qg_squadshifts_amazon,This over the door towel rack consists of a white backboard piece and three chrome towel racks. It c,What happens if you swing the door open too fast?,"If you swing the door open too fast, it will hit and leave a big dent in the wall. You have to be careful not to do that."
phi,qg_squadshifts_amazon,This over the door towel rack consists of a white backboard piece and three chrome towel racks. It c,How does the hook at the top of the towel rack work?,The hook at the top holds the towel rack firmly against the door so it doesn't bounce around or make noises.
phi,qg_squadshifts_amazon,"So, I bought this mold, to use as an ice cube tray. Also to mould some fondant for my son's lego bir",What is the use for the mold?,It can be used as an ice cube tray and moulding some fondant for my son's lego birthday cake.
phi,qg_squadshifts_amazon,"So, I bought this mold, to use as an ice cube tray. Also to mould some fondant for my son's lego bir",How does the mold look like the water coming out of it?,The water comes out looking like legos.
phi,qg_squadshifts_amazon,"So, I bought this mold, to use as an ice cube tray. Also to mould some fondant for my son's lego bir",Is the mold sturdy or flimsy?,"It is very flimsy silicone, and when I transferred it to the freezer, the water was falling. ikea's silicone trays are more sturdy."
phi,qg_squadshifts_amazon,"So, I bought this mold, to use as an ice cube tray. Also to mould some fondant for my son's lego bir",How does the son feel about the mold?,He loves it as well.
phi,qg_squadshifts_amazon,"So, I bought this mold, to use as an ice cube tray. Also to mould some fondant for my son's lego bir",What is your opinion of the mold?,"I still love it because the ice comes out looking like legos, and my son loves it as well. But I would suggest putting it on top of a tray while filling and transferring to the freezer"
phi,qg_squadshifts_amazon,"This is a reasonably priced toaster that does a fine job on toast, bagels, and English muffins. It's",What type of food can this toaster toast?,"This toaster is good for toasting bread, bagels, and English muffins."
phi,qg_squadshifts_amazon,Let me preface this review by saying that I did receive this french press for free in exchange for m,The first thing I noticed about this was the very nice appearance of the press.,Very modern and sharp looking in my kitchen.
phi,qg_squadshifts_amazon,Let me preface this review by saying that I did receive this french press for free in exchange for m,What did I receive for my honest appraisal of this product?,
phi,qg_squadshifts_amazon,Let me preface this review by saying that I did receive this french press for free in exchange for m,"What should you look no further if you want a well-made french press that delivers a wonderful, nearly perfect cup of coffee?",
phi,qg_squadshifts_amazon,I ordered this and it was delivered fast but in an extremely damaged box with only a sheet of packin,How long did it take for the replacement to be delivered?,Less than 2 days.
phi,qg_squadshifts_amazon,I ordered this and it was delivered fast but in an extremely damaged box with only a sheet of packin,What was damaged in the original package?,"The small handle end, metal trim ring of the lid and dents on both sides of the package."
phi,qg_squadshifts_amazon,I ordered this and it was delivered fast but in an extremely damaged box with only a sheet of packin,How did Amazon respond to the damage?,Amazon immediately sent out a replacement.
phi,qg_squadshifts_amazon,I went with this Espresso machine for the following reasons:(1) really enjoy Starbuck Latte and want,What is the reason for using a home-made espresso?,I want to save money by making my own latte.
phi,qg_squadshifts_amazon,I went with this Espresso machine for the following reasons:(1) really enjoy Starbuck Latte and want,How long does it take to make an espresso with this machine?,"The green indicator light will be ready in 2-3 minutes, and the coffee will be made within 30 seconds after you switch to the dial for making coffee. The machine will continue to produce the coffee until you switch back the dial."
phi,qg_squadshifts_amazon,I went with this Espresso machine for the following reasons:(1) really enjoy Starbuck Latte and want,What should you do first when making an espresso with this machine?,Fill in the water and turn it on. The green indicator light will be ready in 2-3 minutes instead of some reviewers mentioned 20 mins or so.
phi,qg_squadshifts_amazon,I went with this Espresso machine for the following reasons:(1) really enjoy Starbuck Latte and want,How can you make your coffee more to your liking?,"Practice making espresso until you know how rich your coffee should be and then switch the dial to steam. Microwave milk and use the steamer to make steamed milk, then pour the coffee into the milk."
phi,qg_squadshifts_amazon,I went with this Espresso machine for the following reasons:(1) really enjoy Starbuck Latte and want,How good is the coffee made by this machine?,It will be as good as or better than a Starbucks' latte if you practice making it enough.
phi,qg_squadshifts_amazon,"My fiancee' and I decided to move into together and although I have a huge walk in closet, I also ha",Why did the person take down their summer clothes and blankets/comforters?,To pack them into space bags
phi,qg_squadshifts_amazon,"My fiancee' and I decided to move into together and although I have a huge walk in closet, I also ha",How did the person feel about the space bags after using them?,"They loved it, they found them to be very easy to use and appreciated the assortment of sizes for different items."
phi,qg_squadshifts_amazon,"After all the great reviews I am really disapointed. First, wow, beautiful machine. But, every latte",How many reviews did the user give?,The user gave five great reviews.
phi,qg_squadshifts_amazon,"After all the great reviews I am really disapointed. First, wow, beautiful machine. But, every latte",What was the problem with the machine,The steam wand was not strong enough to create a good-tasting latte.
phi,qg_squadshifts_amazon,"After all the great reviews I am really disapointed. First, wow, beautiful machine. But, every latte",How much money did the user spend on the machine?,$100.00
phi,qg_squadshifts_amazon,"After all the great reviews I am really disapointed. First, wow, beautiful machine. But, every latte",What is the user's overall sentiment towards the machine?,The user is disappointed with the machine.
phi,qg_squadshifts_amazon,"After all the great reviews I am really disapointed. First, wow, beautiful machine. But, every latte",What was the issue with the latte?,It had only 1/4 cup of water in it after being steamed.
phi,qg_squadshifts_amazon,"The filter is amazing, looks awesome, and quiet. My main complaint is that the fan speed selector ha",What is the name of the department store that sells the $10 carbon/charcoal mesh air filter?,WEB
phi,qg_squadshifts_amazon,"The filter is amazing, looks awesome, and quiet. My main complaint is that the fan speed selector ha",How many pre-filters can you get out of each $10 filter from the same store?,3
