model,dataset,passage,question,answer
phi,qg_squadshifts_nyt,The third force at work is what economists call price discrimination. Businesses of all sorts have a,What is an example of price discrimination?,An example of price discrimination is movie theaters charging children less than adults for a ticket.
phi,qg_squadshifts_nyt,The third force at work is what economists call price discrimination. Businesses of all sorts have a,How have colleges followed the practice of price discrimination?,"Colleges have increasingly raised published prices and offered more financial aid based on a family’s resources. I often joke that Harvard should complete the process by setting tuition at $1 billion a year. But that sticker price applies only to the children of Bill Gates. Everyone else gets a special price, just for you."
phi,qg_squadshifts_nyt,"Plot has always mattered in comedy, of course, but not as much as jokes. In his influential screenwr",What is the primary purpose of jokes in comedy?,Getting laughs
phi,qg_squadshifts_nyt,"Plot has always mattered in comedy, of course, but not as much as jokes. In his influential screenwr","According to Robert McKee, what does comedy allow writers to do that drama doesn't?",Halt narrative drive with scenes that serve no purpose other than getting laughs.
phi,qg_squadshifts_nyt,"At 62.5 percent, the proportion of Americans in the labor force remains near multidecade lows. The j",What is the current jobless rate for African-Americans?,"The jobless rate for African-Americans rose by 0.2 percentage point in November to 9.4 percent, which is more than twice the 4.3 percent level for white Americans."
phi,qg_squadshifts_nyt,"At 62.5 percent, the proportion of Americans in the labor force remains near multidecade lows. The j",Has the proportion of Americans in the labor force remained near multidecade lows?,"At 62.5 percent, the proportion of Americans in the labor force remains near multidecade lows."
phi,qg_squadshifts_nyt,"At 62.5 percent, the proportion of Americans in the labor force remains near multidecade lows. The j",What is the percentage of African-Americans that are part of the labor force?,
phi,qg_squadshifts_nyt,"At 62.5 percent, the proportion of Americans in the labor force remains near multidecade lows. The j",What is the main issue with the job market for African-Americans?,"The jobless rate for African-Americans rose by 0.2 percentage point in November to 9.4 percent, which is more than twice the 4.3 percent level for white Americans."
phi,qg_squadshifts_nyt,"Syrian Army jets carried out at least 25 airstrikes on the city of Palmyra, held by the Islamic Stat",How many airstrikes were carried out by the Syrian Army on Palmyra on Friday?,At least 25
phi,qg_squadshifts_nyt,"Ms. Mizrahi-Rubel, 51, who is based in Paris, was trained in working with diamonds and precious colo",Who is Ms. Mizrahi-Rubel?,"Ms. Mizrahi-Rubel, 51, who is based in Paris."
phi,qg_squadshifts_nyt,"Ms. Mizrahi-Rubel, 51, who is based in Paris, was trained in working with diamonds and precious colo",What is her grandfather's name and what did he specialize in?,"Her grandfather was Marcel Rubel, a well-known diamond specialist."
phi,qg_squadshifts_nyt,"Ms. Mizrahi-Rubel, 51, who is based in Paris, was trained in working with diamonds and precious colo",How long has Ms. Mizrahi-Rubel been working with diamonds and precious colored stones?,Ms. Mizrahi-Rubel has been working with diamonds and precious colored stones for 20 years.
phi,qg_squadshifts_nyt,"Ms. Mizrahi-Rubel, 51, who is based in Paris, was trained in working with diamonds and precious colo",Who are some of the French jewelers that Ms. Mizrahi-Rubel has collaborated with?,"Some top French jewelers that Ms. Mizrahi-Rubel has collaborated with include Cartier, Van Cleef & Arpels and Boucheron."
phi,qg_squadshifts_nyt,"Ms. Mizrahi-Rubel, 51, who is based in Paris, was trained in working with diamonds and precious colo",What was the purpose of opening an old trunk in the attic of a family country house three years ago?,"The purpose of opening an old trunk in the attic of a family country house three years ago was to rediscover the forgotten archives of her great uncles, John and Robert Rubel."
phi,qg_squadshifts_nyt,"TEHRAN —  Jason Rezaian, the Washington Post correspondent who has been detained in Iran for almost ",How long has Jason Rezaian been detained in Iran?,Almost 10 months
phi,qg_squadshifts_nyt,"TEHRAN —  Jason Rezaian, the Washington Post correspondent who has been detained in Iran for almost ",What is Jason Rezaian accused of?,Spying for the United States and propaganda activities against the system.
phi,qg_squadshifts_nyt,SUNDAY STYLES An article on Sept. 20 about the affection felt for Pope Francis by a self-described “,What was Jorge Mario Bergoglio's birth name?,Borgoglia
phi,qg_squadshifts_nyt,SUNDAY STYLES An article on Sept. 20 about the affection felt for Pope Francis by a self-described “,"What plans did the developer Fortis Property Group have for the loss of Long Island College Hospital in Cobble Hill, Brooklyn?",The developer will donate land where NYU Langone Medical Center will build a new medical facility; Fortis itself will not build a larger hospital on the site.
phi,qg_squadshifts_nyt,SUNDAY STYLES An article on Sept. 20 about the affection felt for Pope Francis by a self-described “,What will the new medical facility built by NYU Langone Medical Center be like?,"The new facility will be larger than the temporary facility that NYU Langone is currently operating, but it will not be a full-fledged hospital."
phi,qg_squadshifts_nyt,"Steve Cainas, 43, who received an associate’s degree in film from Full Sail in 1992, makes his livin",What is Steve Cainas' profession? ,Steve Cainas makes his living in Atlanta as a production coordinator.
phi,qg_squadshifts_nyt,"Steve Cainas, 43, who received an associate’s degree in film from Full Sail in 1992, makes his livin",Where did Steve Cainas receive his associate's degree from?,Steve Cainas received an associate's degree in film from Full Sail in 1992.
phi,qg_squadshifts_nyt,"After his 27th hole, Woods was 19 strokes off the leader’s pace. Talk about disheartening. Asked wha","After his 27th hole, how many strokes was Woods off the leader's pace?",19
phi,qg_squadshifts_nyt,"After his 27th hole, Woods was 19 strokes off the leader’s pace. Talk about disheartening. Asked wha",What was Woods' score when he tied his worst nine-hole score as a pro? ,44
phi,qg_squadshifts_nyt,"After his 27th hole, Woods was 19 strokes off the leader’s pace. Talk about disheartening. Asked wha",How many competitive rounds has Woods not bettered par in?,Six
phi,qg_squadshifts_nyt,"‘Pinocchio’ (Friday through Sunday) In this stage version of Carlo Collodi’s classic tale, the title",What is the name of the theater where 'Pinocchio' is presented?,New Victory Theater
phi,qg_squadshifts_nyt,Oil had rallied over the previous four days as traders speculated that low prices would force more e,What caused oil prices to rally over the previous four days?,Traders speculated that low prices would force more energy companies to curtail exploration and production.
phi,qg_squadshifts_nyt,Oil had rallied over the previous four days as traders speculated that low prices would force more e,"By what percentage did Brent crude, a benchmark for international oils used by many United States refineries, decline?",$3.75 or 6.5%
phi,qg_squadshifts_nyt,Oil had rallied over the previous four days as traders speculated that low prices would force more e,What is the current price of Brent crude in London?,$54.16 a barrel
phi,qg_squadshifts_nyt,Robert Lewandowski and Thomas Müller have been harder to stop than just about any other strikers in ,Who are the hardest strikers in Europe this season?,"Robert Lewandowski, Thomas Müller, and Douglas Costa."
phi,qg_squadshifts_nyt,Robert Lewandowski and Thomas Müller have been harder to stop than just about any other strikers in ,"What is Munich's new Brazilian winger's combination of speed, sorcery, and delivery like? ","He has bamboozled many a defense with his combination of speed, sorcery, and delivery."
phi,qg_squadshifts_nyt,Mr. Chávez wove the tunes of folk songs like “La Cucaracha” through a modernist idiom in a work for ,Who is Cecilia Violetta López?,"Cecilia Violetta López was a soprano who sang beautifully in several works, including Don Quixote de la Mancha."
phi,qg_squadshifts_nyt,Mr. Chávez wove the tunes of folk songs like “La Cucaracha” through a modernist idiom in a work for ,What did Chávez do to the traditional songs of Ecuador?,He wove the tunes of folk songs like La Cucaracha through a modernist idiom and altered a traditional song chromatically in his Sonatina for Violin and Piano.
phi,qg_squadshifts_nyt,Mr. Chávez wove the tunes of folk songs like “La Cucaracha” through a modernist idiom in a work for ,What was Don Quixote de la Mancha's story about?,"Don Quixote de la Mancha's story was about a man who believed he was an adventurer and set out to become the next Knight of the Round Table, leading a quest to fight injustice in his community."
phi,qg_squadshifts_nyt,Mr. Chávez wove the tunes of folk songs like “La Cucaracha” through a modernist idiom in a work for ,Who was the lead singer of the soprano Cecilia Violetta López?,"The puppets and visuals were used in a charming production featuring Cecilia Violetta López's bright, expressive voice and Don Quixote de la Mancha's story."
phi,qg_squadshifts_nyt,Soon it becomes clear from the wails that Mann needs to intervene in the dispute. But by the time Je,What does Jessie do after Mann disappears?,"Jessie is prowling around in the cabin, having spontaneously fashioned a skirt and bolero for herself out of green leaves."
phi,qg_squadshifts_nyt,Soon it becomes clear from the wails that Mann needs to intervene in the dispute. But by the time Je,Why did Jessie disappear into the woods when Mann was trying to intervene in the dispute between her and Annie?,"By the time Jessie comes running up the stairs in tears, shouting “I hate her, Mommy” and disappearing into the woods, the opportunity for peacemaking has slipped away."
phi,qg_squadshifts_nyt,Soon it becomes clear from the wails that Mann needs to intervene in the dispute. But by the time Je,What does Mann do after she hides under the cloth?,"She sets up her Toyo on the tripod. Disappearing beneath the photographer’s cloth, her hands protruding as they adjust the knobs that control the accordionlike bellows, she tilts and focuses the image that appears upside down on the screen at the back of the camera."
phi,qg_squadshifts_nyt,Soon it becomes clear from the wails that Mann needs to intervene in the dispute. But by the time Je,What did Jessie do after she had made a skirt and bolero?,"Acting quickly to seize the moment, Mann sets up her Toyo on the tripod. Disappearing beneath the photographer’s cloth, her hands protruding as they adjust the knobs that control the accordionlike bellows, she tilts and focuses the image that appears upside down on the screen at the back of the camera."
phi,qg_squadshifts_nyt,Soon it becomes clear from the wails that Mann needs to intervene in the dispute. But by the time Je,What does Jessie do after Mann has set up her Toyo on the tripod?,
phi,qg_squadshifts_nyt,"(Major League Baseball, which calculates attendance differently, has the Yankees’ average home atten",What is the average home attendance for the Yankees?,"40,086"
phi,qg_squadshifts_nyt,"(Major League Baseball, which calculates attendance differently, has the Yankees’ average home atten",How much has the Mets' average home attendance increased from last season?,17.6 percent
phi,qg_squadshifts_nyt,"(Major League Baseball, which calculates attendance differently, has the Yankees’ average home atten",By how many fans a game did the Mets' average home attendance increase this season? ,"4,689"
phi,qg_squadshifts_nyt,"(Major League Baseball, which calculates attendance differently, has the Yankees’ average home atten",What is one way that viewership of a team's games reflects a fan base?,Most fans prefer to watch games without having to buy tickets.
phi,qg_squadshifts_nyt,"(Major League Baseball, which calculates attendance differently, has the Yankees’ average home atten",When did the Yankees' YES Network start?,2002
phi,qg_squadshifts_nyt,"(Major League Baseball, which calculates attendance differently, has the Yankees’ average home atten",What is one reason that attendance fell in the Mets’ early days at Citi Field?,Some fans may not have had enough money to purchase tickets.
phi,qg_squadshifts_nyt,"(Major League Baseball, which calculates attendance differently, has the Yankees’ average home atten",In what year did the Mets' SNY begin?,2006
phi,qg_squadshifts_nyt,"An article last Sunday about three women involved with the play “Eclipsed,” which focuses on Liberia",What was the incorrect name given to a project that one of the three women involved in the play 'Eclipsed' is working on?,"It is a stage adaptation of a movie, not a movie."
phi,qg_squadshifts_nyt,"An article last Sunday about three women involved with the play “Eclipsed,” which focuses on Liberia",What is the correct title of the musical that Steve Martin is working on with Edie Brickell?,Bright Star
phi,qg_squadshifts_nyt,"An article last Sunday about three women involved with the play “Eclipsed,” which focuses on Liberia",What does the article incorrectly state about the working relationship between Steve Martin and the Hammer Museum in Los Angeles?,"In 2003, Mr. Martin wrote wall text for artworks in the exhibition 'Writings on the Wall'; his tribute to the photographer Cindy Sherman in 2012 wasn't his only prior connection to the museum."
phi,qg_squadshifts_nyt,"An article last Sunday about three women involved with the play “Eclipsed,” which focuses on Liberia",What was the source of the image used in the article with the title 'Mountains in Snow: Rocky Mountain Paintings VII'?,"The Thomson Collection/Art Gallery of Ontario, not Michael Cullen."
phi,qg_squadshifts_nyt,"LONDON —  Students at Cardiff University have begun an online petition trying to bar Germaine Greer,",What did Germaine Greer write about?,She wrote that transgender women seem like ghastly parodies and that a transgender woman was essentially 'a man's delusion that he is female.
phi,qg_squadshifts_nyt,"American International Pictures, Part 2 (through Sunday) Anthology Film Archives continues its tribu",What is the subtitle for this 13-film retrospective?,"Bikers, Drugs and Rock 'n' Roll"
phi,qg_squadshifts_nyt,"American International Pictures, Part 2 (through Sunday) Anthology Film Archives continues its tribu",Who starred in Machine-Gun Kelly?,Charles Bronson
phi,qg_squadshifts_nyt,"The shift in focus is an acknowledgment, Mr. Denton wrote, that the quality and engagement of an aud","What is the shift in focus of Gawker Media, and how will it expand its content?","The shift in focus is to acknowledge that the quality and engagement of an audience are more important than its sheer size. The company will seek to extend the lifestyle sections on each of its sites, promote product recommendations, and expand its video offerings and live events."
phi,qg_squadshifts_nyt,"The shift in focus is an acknowledgment, Mr. Denton wrote, that the quality and engagement of an aud",What does Mr. Denton say about the need for Gawker Media to reach readers? Where will it be happy to do that?,"Mr. Denton says the company is happy to reach readers wherever they are, including Apple News, YouTube, and Facebook Instant Articles."
phi,qg_squadshifts_nyt,"The shift in focus is an acknowledgment, Mr. Denton wrote, that the quality and engagement of an aud","According to Mr. Denton's interview by Instant Messenger on Tuesday, what was the first type of blogs? What is it like now?",The first blogs were a reaction against the idiocy and pomposity of mass media. Now social media is dominated by the same stories that would have made the local television news. The assistant says smarter readers are seeking refuge in subcultures.
phi,qg_squadshifts_nyt,"The shift in focus is an acknowledgment, Mr. Denton wrote, that the quality and engagement of an aud",What are some of the areas where Gawker Media plans to expand its content?,"Gawker Media will seek to extend the lifestyle sections on each of its sites, promote product recommendations, and expand its video offerings and live events."
phi,qg_squadshifts_nyt,"The shift in focus is an acknowledgment, Mr. Denton wrote, that the quality and engagement of an aud",How does Mr. Denton's interview by Instant Messenger demonstrate the current state of mass media?,Mr. Denton says that social media is now dominated by the same stories that would have made the local television news. He also says that he thinks smarter readers are seeking refuge in subcultures.
phi,qg_squadshifts_nyt,"The shift in focus is an acknowledgment, Mr. Denton wrote, that the quality and engagement of an aud",What is the purpose of promoting product recommendations on Gawker Media's sites?,"The purpose is to expand its revenue stream, as the company takes a percentage of sales that come through its sites."
phi,qg_squadshifts_nyt,"A duodenoscope is a long, flexible tube with a tiny camera at the tip. It is typically inserted down",What is a duodenoscope?,"A long, flexible tube with a tiny camera at the tip that is typically inserted down the throat of an anesthetized patient to examine the very small ducts that drain the liver or gallbladder."
phi,qg_squadshifts_nyt,"A duodenoscope is a long, flexible tube with a tiny camera at the tip. It is typically inserted down",How many bacteria can a duodenoscope harbor?,"Up to 10 billion individual bacteria, said William A. Rutala, an infection control specialist at University of North Carolina Hospitals."
phi,qg_squadshifts_nyt,"A duodenoscope is a long, flexible tube with a tiny camera at the tip. It is typically inserted down",What is the difference between a duodenoscope and a surgical forceps in terms of bacteria count?,"A surgical forceps may have roughly 100 bacteria on its surface after use in the operating room, said William A. Rutala, an infection control specialist at University of North Carolina Hospitals."
phi,qg_squadshifts_nyt,"Once known for grim letters to fellow wealthy Americans warning of socialist apocalypse, Charles G. ",What does Charles G. Koch promote research on?,the link between freedom and everyday happiness
phi,qg_squadshifts_nyt,"Once known for grim letters to fellow wealthy Americans warning of socialist apocalypse, Charles G. ",Who is Harry Reid?,The Democratic Senate leader.
phi,qg_squadshifts_nyt,"Once known for grim letters to fellow wealthy Americans warning of socialist apocalypse, Charles G. ",Who did President Obama praise for their support for criminal justice reform?,Koch Industries employees.
phi,qg_squadshifts_nyt,"Perhaps no single C.I.A. officer has been more central to the effort than Michael D’Andrea, a gaunt,",Who was Michael D’Andrea?,"Michael D’Andrea was a gaunt, chain-smoking convert to Islam who was chief of operations during the birth of the agency’s detention and interrogation program and then became an architect of the targeted killing program."
phi,qg_squadshifts_nyt,"Perhaps no single C.I.A. officer has been more central to the effort than Michael D’Andrea, a gaunt,",What was Michael D’Andrea's role in the C.I.A.,Michael D’Andrea was the head of the C.I.A. Counterterrorism Center and oversaw the growth of C.I.A. drone operations and hundreds of strikes in Pakistan and Yemen.
phi,qg_squadshifts_nyt,"Perhaps no single C.I.A. officer has been more central to the effort than Michael D’Andrea, a gaunt,",How long did Michael D’Andrea hold his position?,Michael D’Andrea held his position for nine years.
phi,qg_squadshifts_nyt,"Perhaps no single C.I.A. officer has been more central to the effort than Michael D’Andrea, a gaunt,",What was the purpose of the C.I.A.'s targeted killing program?,The C.I.A.'s targeted killing program aimed to eliminate high-level leaders in terrorist organizations like Al Qaeda and the Taliban.
phi,qg_squadshifts_nyt,"Perhaps no single C.I.A. officer has been more central to the effort than Michael D’Andrea, a gaunt,",What is the significance of Michael D’Andrea's shift to another job?,"Michael D’Andrea was quietly shifted to another job, indicating that his role within the C.I.A. has changed or been replaced by someone else."
phi,qg_squadshifts_nyt,"Some details still need to be worked out. In the coming months, the Labor Department will solicit pu",What is the current salary threshold for overtime pay?,"$47,476"
phi,qg_squadshifts_nyt,"Some details still need to be worked out. In the coming months, the Labor Department will solicit pu",How will the Labor Department adjust the new salary threshold in the future?,The Labor Department will solicit public comment on how to adjust the new salary threshold so it does not erode all over again.
phi,qg_squadshifts_nyt,"Some details still need to be worked out. In the coming months, the Labor Department will solicit pu",What is the best option for adjusting the new salary threshold?,"Raising it in line with wages or prices, whichever is greater in a given year."
phi,qg_squadshifts_nyt,"Some details still need to be worked out. In the coming months, the Labor Department will solicit pu",What can be expected from business interests regarding the new overtime rules?,"There will be inevitable blowback from business interests, but their Republican allies in Congress should think twice about backing them up: No party and no politician that opposes the new overtime rules can credibly claim to care about the middle class."
phi,qg_squadshifts_nyt,"Some details still need to be worked out. In the coming months, the Labor Department will solicit pu",How many question-answer pairs are required?,5
phi,qg_squadshifts_nyt,"In the meantime, the deterioration of the corridor has caused a trail of woe for the trains, and pas",What caused the delay at Princeton Junction train station?,"The deterioration of the corridor has caused a trail of woe for the trains, and passengers using it."
phi,qg_squadshifts_nyt,"In the meantime, the deterioration of the corridor has caused a trail of woe for the trains, and pas",How long were the trains delayed?,30 minutes
phi,qg_squadshifts_nyt,"In the meantime, the deterioration of the corridor has caused a trail of woe for the trains, and pas",Who was affected by the delays?,passengers and trains
phi,qg_squadshifts_nyt,"“You needed a lot of improbable factors aligned for this case to begin,” Mr. Dallagnol said, sitting",What was the name of the federal police investigation?,The money-laundering investigation.
phi,qg_squadshifts_nyt,"“You needed a lot of improbable factors aligned for this case to begin,” Mr. Dallagnol said, sitting",What type of business did the Tower Gas Station once house?,A carwash.
phi,qg_squadshifts_nyt,"“You needed a lot of improbable factors aligned for this case to begin,” Mr. Dallagnol said, sitting",How did the federal police officer recognize Alberto Youssef?,The officer was once an air traffic controller and knew Youssef had been a pilot for many years.
phi,qg_squadshifts_nyt,"“The speaker is not stepping down,” Mr. Whyland said. He added that Mr. Silver’s delegation of his r",Who is Mr. Silver?,Mr. Silver is from the Lower East Side of Manhattan.
phi,qg_squadshifts_nyt,By Alice Gregory Doing something for 40-plus hours a week will determine a great deal of what goes o,What is the author's opinion on talking about work while socializing?,The sentiment pervasive among the people I know that one should not talk about work while socializing.
phi,qg_squadshifts_nyt,By Alice Gregory Doing something for 40-plus hours a week will determine a great deal of what goes o,What does Heidi Julavits prefer to have at dinner parties according to the passage?,She prefers to have dinner parties where nobody talks about their careers. Isn’t that the mark of a failed dinner party?
phi,qg_squadshifts_nyt,The damage began with an innocuous fly ball off the bat of Curtis Granderson that was dropped by cen,Who dropped the fly ball off the bat of Curtis Granderson?,Center fielder Odubel Herrera.
phi,qg_squadshifts_nyt,The damage began with an innocuous fly ball off the bat of Curtis Granderson that was dropped by cen,Which three players scored after the initial drop?,"Curtis Granderson, Yoenis Cespedes and Michael Cuddyer."
phi,qg_squadshifts_nyt,"We were both imprisoned in China, on charges officials there later acknowledged to have been false, ",What were Tiziano's guests discussing on their Florentine afternoon?,"They discussed how far each of them had traveled, the wonders and miseries they'd chronicled, and the most fascinating or cruel dictators and rulers through whose realms they’d passed."
phi,qg_squadshifts_nyt,"We were both imprisoned in China, on charges officials there later acknowledged to have been false, ",What was Tiziano's purpose for his guests visiting him in Florence?,He wanted to catch up with them and hear about their recent travels and adventures.
phi,qg_squadshifts_nyt,"We were both imprisoned in China, on charges officials there later acknowledged to have been false, ",How did the conversation turn out at the end of the evening?,"It was a fine thing for Tiziano's guests to have accumulated all those visas and passport stamps, as well as many other things."
phi,qg_squadshifts_nyt,"We were both imprisoned in China, on charges officials there later acknowledged to have been false, ",What kind of cancer did both Tiziano and his friend share during their imprisonment in China?,They both had non-Hodgkin's lymphoma.
phi,qg_squadshifts_nyt,"We were both imprisoned in China, on charges officials there later acknowledged to have been false, ",What was the relationship between Tiziano and his oncologist in New York?,They were friends and he helped treat Tiziano's cancer.
phi,qg_squadshifts_nyt,"Investors were also comforted by comments from China’s No. 2 leader, who tried to ease concerns abou",What is the name of China's No.2 leader?,Premier Li Keqiang
phi,qg_squadshifts_nyt,"Investors were also comforted by comments from China’s No. 2 leader, who tried to ease concerns abou",How much did Barnes & Noble's stock lose on Wednesday?,"$4.50, or 28 percent"
phi,qg_squadshifts_nyt,"Investors were also comforted by comments from China’s No. 2 leader, who tried to ease concerns abou",Which company experienced a seven-day losing streak before snapping it on Wednesday?,Netflix
phi,qg_squadshifts_nyt,"1 tablespoon chopped garlic6 tablespoons vegetable oil1 teaspoon chili powder, preferably Thai (or c",What are some of the ingredients used in the recipe?,"1 tablespoon chopped garlic6 tablespoons vegetable oil1 teaspoon chili powder, preferably Thai (or cayenne pepper)4 tablespoons palm sugar4 tablespoons tamarind purée½ cup chopped, roasted peanuts1 block firm tofu or, if possible, smoked tofu, diced into small cubes1.5 ounces preserved turnip, finely chopped1.5 ounces Chinese chives3 tablespoons fish sauce1.5 ounces of pork loin, diced into small pieces10 ounces rice vermicelli noodles  (sen lek)3 eggs1 pound of bean sprouts1 lime To turn the dish into a bastard (optional*):Béchamel sauce with cheese  (recipe below)Breadcrumbs and butter to topKetchup and mustard to serve."
phi,qg_squadshifts_nyt,"1 tablespoon chopped garlic6 tablespoons vegetable oil1 teaspoon chili powder, preferably Thai (or c",What are some of the toppings suggested for the dish?,breadcrumbs and butter to top
phi,qg_squadshifts_nyt,"To the Editor: Re “Letter to the Catholic Academy” (column, Nov. 1): Ross Douthat is wrong about Pop",What is the main focus of Pope Francis's efforts during the recent Synod?,Pope Francis aimed to encourage free debate and deliberation during the recent Synod.
phi,qg_squadshifts_nyt,"To the Editor: Re “Letter to the Catholic Academy” (column, Nov. 1): Ross Douthat is wrong about Pop",Why does Ross Douthat claim that Pope Francis manipulated the synod?,"Ross Douthat claims that Pope Francis tried to manipulate the synod with spurious arguments, but the evidence suggests otherwise."
