model,dataset,passage,question,answer
llama3:8b,qg_squadshifts_nyt,Tennessee is looking to return to national prominence in its third season under Coach Butch Jones. O,Where does Oklahoma's defense rank nationally against the run?,Eighth
llama3:8b,qg_squadshifts_nyt,Tennessee is looking to return to national prominence in its third season under Coach Butch Jones. O,What has linebacker Eric Striker talked about?,The SEC
llama3:8b,qg_squadshifts_nyt,Super Bowl 50 will be played in five months. The game is so far in the future that The San Jose Merc,What is the date of Super Bowl 50?,Feb. 7
llama3:8b,qg_squadshifts_nyt,Super Bowl 50 will be played in five months. The game is so far in the future that The San Jose Merc,"Which teams will participate in Super Bowl 50, according to Paul Bessire’s N.F.L. “Prediction Machine”?",Green Bay Packers and Indianapolis Colts
llama3:8b,qg_squadshifts_nyt,Super Bowl 50 will be played in five months. The game is so far in the future that The San Jose Merc,What is the final score predicted by Paul Bessire's N.F.L. “Prediction Machine” for Super Bowl 50?,"31-28, Packers"
llama3:8b,qg_squadshifts_nyt,Super Bowl 50 will be played in five months. The game is so far in the future that The San Jose Merc,Where will Super Bowl 50 be played?,"Levi’s Stadium in Santa Clara, Calif."
llama3:8b,qg_squadshifts_nyt,Super Bowl 50 will be played in five months. The game is so far in the future that The San Jose Merc,What event needs to unfold before Levi's Stadium hosts the big game on Feb. 7?,An entire N.F.L. season
llama3:8b,qg_squadshifts_nyt,Replacing the cardinal will be one of Francis’ most complicated and important tasks. He will travel ,Will Francis travel throughout the island?,Yes
llama3:8b,qg_squadshifts_nyt,Replacing the cardinal will be one of Francis’ most complicated and important tasks. He will travel ,What will Francis be doing during his travels?,Meeting different bishops and church figures
llama3:8b,qg_squadshifts_nyt,Replacing the cardinal will be one of Francis’ most complicated and important tasks. He will travel ,Why is it difficult to choose a new leader for the Cuban church?,There are not a lot of bishops in Cuba
llama3:8b,qg_squadshifts_nyt,Replacing the cardinal will be one of Francis’ most complicated and important tasks. He will travel ,Will a decision be made soon about the next potential leader of the Cuban church?,"No, analysts do not expect a decision soon"
llama3:8b,qg_squadshifts_nyt,Replacing the cardinal will be one of Francis’ most complicated and important tasks. He will travel ,Who is Gianni La Bella?,An expert in Latin American Catholicism and a member of the Community of Sant'Egidio
llama3:8b,qg_squadshifts_nyt,"A wide range of research, for example, has found that people are far more likely to save through a 4",When were IRS rules put into effect to make clear that automatic enrollment is an acceptable practice?,2009
llama3:8b,qg_squadshifts_nyt,"A wide range of research, for example, has found that people are far more likely to save through a 4",What has President Obama proposed regarding retirement savings?,Automatic IRAs
llama3:8b,qg_squadshifts_nyt,"A wide range of research, for example, has found that people are far more likely to save through a 4",What type of retirement plans would Automatic IRAs create?,Employer-run retirement plans that cannot be opted out of
llama3:8b,qg_squadshifts_nyt,"A wide range of research, for example, has found that people are far more likely to save through a 4","What is the current system of retirement savings like, according to the passage?",Requires foresight and financial savvy to save enough and invest in appropriate vehicles
llama3:8b,qg_squadshifts_nyt,"A wide range of research, for example, has found that people are far more likely to save through a 4",What will still revolve around tax-advantaged individual accounts under President Obama's proposal?,Private accounts
llama3:8b,qg_squadshifts_nyt,There were some moments that went against the usual Oscar formula of tears and gratitude. Patricia A,Who gave a feminist call to arms at the Oscars?,Patricia Arquette
llama3:8b,qg_squadshifts_nyt,There were some moments that went against the usual Oscar formula of tears and gratitude. Patricia A,What type of film won best documentary at the Oscars?,Citizenfour
llama3:8b,qg_squadshifts_nyt,There were some moments that went against the usual Oscar formula of tears and gratitude. Patricia A,Why was Edward J. Snowden not present at the Oscars?,He is still in Russia
llama3:8b,qg_squadshifts_nyt,There were some moments that went against the usual Oscar formula of tears and gratitude. Patricia A,Who joked about Edward J. Snowden's absence?,Mr. Harris
llama3:8b,qg_squadshifts_nyt,There were some moments that went against the usual Oscar formula of tears and gratitude. Patricia A,What type of equality did Patricia Arquette call for?,Wage equality and equal rights for women
llama3:8b,qg_squadshifts_nyt,Mr. Singhal and his group are trying to get ahead of all this with a combination of offense and defe,What is Mr. Singhal's group trying to get ahead of?,all this
llama3:8b,qg_squadshifts_nyt,Mr. Singhal and his group are trying to get ahead of all this with a combination of offense and defe,How are Mr. Singhal and his team updating Google's web-based search engine?,by updating its ranking algorithms
llama3:8b,qg_squadshifts_nyt,Mr. Singhal and his group are trying to get ahead of all this with a combination of offense and defe,What is the purpose of Google's Knowledge Graph?,to respond to queries with answers
llama3:8b,qg_squadshifts_nyt,Mr. Singhal and his group are trying to get ahead of all this with a combination of offense and defe,How do instant results in voice search benefit smartphone users?,"they can just glance at their phone and move on, without having to click anything"
llama3:8b,qg_squadshifts_nyt,Mr. Singhal and his group are trying to get ahead of all this with a combination of offense and defe,How many years has Mr. Singhal's team spent building products like the Knowledge Graph?,five years
llama3:8b,qg_squadshifts_nyt,That split is the same as the broadcasters now hold for the British rights to televise the Premier L,How many teams play in the Premier League?,"including Manchester United, Liverpool and Arsenal"
llama3:8b,qg_squadshifts_nyt,That split is the same as the broadcasters now hold for the British rights to televise the Premier L,What is the expected additional revenue from international broadcaster rights sales?,$3 billion
llama3:8b,qg_squadshifts_nyt,That split is the same as the broadcasters now hold for the British rights to televise the Premier L,Who owns Sky partly?,Rupert Murdoch's 21st Century Fox
llama3:8b,qg_squadshifts_nyt,That split is the same as the broadcasters now hold for the British rights to televise the Premier L,Which two companies are competing to broadcast English soccer games?,Sky and BT
llama3:8b,qg_squadshifts_nyt,That split is the same as the broadcasters now hold for the British rights to televise the Premier L,How many people can the Premier League games attract each week globally?,about three billion
llama3:8b,qg_squadshifts_nyt,"He even gave a few hints of his closely guarded family life, talking proudly of his two adult daught",Where are Putin's adult daughters living?,Russia
llama3:8b,qg_squadshifts_nyt,"He even gave a few hints of his closely guarded family life, talking proudly of his two adult daught",What are Putin's daughters doing in Russia?,Taking the first steps of their careers
llama3:8b,qg_squadshifts_nyt,"He even gave a few hints of his closely guarded family life, talking proudly of his two adult daught",Who did Putin announce the release of two years ago?,Mikhail B. Khodorkovsky
llama3:8b,qg_squadshifts_nyt,"He even gave a few hints of his closely guarded family life, talking proudly of his two adult daught","Who should be awarded the Nobel Peace Prize, according to Putin?",Sepp Blatter
llama3:8b,qg_squadshifts_nyt,"He even gave a few hints of his closely guarded family life, talking proudly of his two adult daught",Whom did Putin speak highly of in his remarks?,Mr. Trump
llama3:8b,qg_squadshifts_nyt,"The Monday session had been the subject of great anticipation over the weekend, as Assembly members ",What was the subject of great anticipation over the weekend?,The Monday session
llama3:8b,qg_squadshifts_nyt,"The Monday session had been the subject of great anticipation over the weekend, as Assembly members ",Who did Assembly members discuss succeeding Mr. Silver?,No one is specified
llama3:8b,qg_squadshifts_nyt,"The Monday session had been the subject of great anticipation over the weekend, as Assembly members ",Why did some worry about the charges against Mr. Silver?,Hurt to members when they seek re-election
llama3:8b,qg_squadshifts_nyt,"The Monday session had been the subject of great anticipation over the weekend, as Assembly members ",What were some Assembly members concerned about in regards to Mr. Silver's situation?,Being unfairly condemned before standing trial
llama3:8b,qg_squadshifts_nyt,"The Monday session had been the subject of great anticipation over the weekend, as Assembly members ",Why did some long-serving members not want to oust Mr. Silver?,He had a chance to defend himself in court
llama3:8b,qg_squadshifts_nyt,"“The medical benefits of cannabis are undeniable,” said Jeremy Norrie, a medical marijuana user in W",What is Jeremy Norrie's opinion about cannabis?,The medical benefits of cannabis are undeniable
llama3:8b,qg_squadshifts_nyt,"“The medical benefits of cannabis are undeniable,” said Jeremy Norrie, a medical marijuana user in W",Why does Jeremy Norrie think Judge Mueller wanted to avoid controversy?,Having to deal with the issue
llama3:8b,qg_squadshifts_nyt,"“The medical benefits of cannabis are undeniable,” said Jeremy Norrie, a medical marijuana user in W",What is the name of the trade show operated by Jeremy Norrie?,The Secret Cup
llama3:8b,qg_squadshifts_nyt,"“The medical benefits of cannabis are undeniable,” said Jeremy Norrie, a medical marijuana user in W",Who is the spokesman for the D.E.A.,Matthew R. Barden
llama3:8b,qg_squadshifts_nyt,"“The medical benefits of cannabis are undeniable,” said Jeremy Norrie, a medical marijuana user in W",Why will not the D.E.A. comment?,Until officials saw Judge Mueller's written ruling
llama3:8b,qg_squadshifts_nyt,Refresco Gerber expects its shares to begin trading on Euronext in Amsterdam on March 27. The I.P.O.,When do Refresco Gerber's shares start trading on Euronext?,March 27
llama3:8b,qg_squadshifts_nyt,Refresco Gerber expects its shares to begin trading on Euronext in Amsterdam on March 27. The I.P.O.,What is the gross proceeds expected from the I.P.O.?,€100 million
llama3:8b,qg_squadshifts_nyt,Refresco Gerber expects its shares to begin trading on Euronext in Amsterdam on March 27. The I.P.O.,How many people does Refresco Gerber employ?,"4,100"
llama3:8b,qg_squadshifts_nyt,Refresco Gerber expects its shares to begin trading on Euronext in Amsterdam on March 27. The I.P.O.,In which countries does Refresco Gerber employ people?,Nine countries
llama3:8b,qg_squadshifts_nyt,Refresco Gerber expects its shares to begin trading on Euronext in Amsterdam on March 27. The I.P.O.,When was Refresco Gerber founded?,1999
llama3:8b,qg_squadshifts_nyt,"The boundaries of the neighborhood, which is about 0.6 square mile, are roughly Flushing Avenue to t",What are the boundaries of the neighborhood?,"Flushing Avenue to the north, Atlantic Avenue to the south, Vanderbilt Avenue to the west and Classon Avenue to the east"
llama3:8b,qg_squadshifts_nyt,"The boundaries of the neighborhood, which is about 0.6 square mile, are roughly Flushing Avenue to t",What percentage of the population is white?,39 percent
llama3:8b,qg_squadshifts_nyt,"The boundaries of the neighborhood, which is about 0.6 square mile, are roughly Flushing Avenue to t",What percentage of the population is Hispanic?,16 percent
llama3:8b,qg_squadshifts_nyt,"The boundaries of the neighborhood, which is about 0.6 square mile, are roughly Flushing Avenue to t",How many percent did the black population decline from 2000 to 2010?,29 percent
llama3:8b,qg_squadshifts_nyt,"The boundaries of the neighborhood, which is about 0.6 square mile, are roughly Flushing Avenue to t",What type of architecture can be found in the neighborhood?,"wood-frame houses, Italianate mansions, carriage houses, brownstones, midrise apartment buildings and three- to five-story brick rowhouses"
llama3:8b,qg_squadshifts_nyt,"“He is resolved to fight the case, but realized doing the budget while doing the case would be a dis",Who is resolved to fight the case?,He
llama3:8b,qg_squadshifts_nyt,"“He is resolved to fight the case, but realized doing the budget while doing the case would be a dis",What did he realize would be a distraction?,Doing the budget while doing the case
llama3:8b,qg_squadshifts_nyt,"“He is resolved to fight the case, but realized doing the budget while doing the case would be a dis",Who would assume responsibility for budget negotiations?,Joseph D. Morelle and Herman D. Farrell Jr.
llama3:8b,qg_squadshifts_nyt,The judge also rejected the prosecution’s argument that Mr. Hincapie could have called the witnesses,Why did Ms. Santana come forward this year?,After reading news accounts of the hearing
llama3:8b,qg_squadshifts_nyt,The judge also rejected the prosecution’s argument that Mr. Hincapie could have called the witnesses,What was the reason Mr. Montero and Mr. Anderson had for not making themselves available to testify in 1990?,Legal reasons
llama3:8b,qg_squadshifts_nyt,The judge also rejected the prosecution’s argument that Mr. Hincapie could have called the witnesses,"According to the case law, what must be discovered after the trial?",Their statements
llama3:8b,qg_squadshifts_nyt,The judge also rejected the prosecution’s argument that Mr. Hincapie could have called the witnesses,What did the judge reject from the prosecution's argument?,The argument that Mr. Hincapie could have called witnesses at his first trial and chose not to
llama3:8b,qg_squadshifts_nyt,The judge also rejected the prosecution’s argument that Mr. Hincapie could have called the witnesses,Who had come forward only this year after reading news accounts of the hearing?,Ms. Santana
llama3:8b,qg_squadshifts_nyt,"Stein, a modernist American writer who presided over one of the great avant-garde salons of all time",Who was Stein?,A modernist American writer
llama3:8b,qg_squadshifts_nyt,"Stein, a modernist American writer who presided over one of the great avant-garde salons of all time",Where did Stein preside over an avant-garde salon?,"Paris, in early-20th-century"
llama3:8b,qg_squadshifts_nyt,"Stein, a modernist American writer who presided over one of the great avant-garde salons of all time",What kind of entertainment is Stein not?,Light
llama3:8b,qg_squadshifts_nyt,"Manuel Leite de Araújo, the president of a union representing prison employees, said some guards opp",What is Silva Neto's approach with inmates described as?,sentimental
llama3:8b,qg_squadshifts_nyt,"Manuel Leite de Araújo, the president of a union representing prison employees, said some guards opp",Why do some guards oppose Silva Neto's approach?,friendly
llama3:8b,qg_squadshifts_nyt,"Manuel Leite de Araújo, the president of a union representing prison employees, said some guards opp",Who does Silva Neto's approach put him closer to?,human rights activists on the left
llama3:8b,qg_squadshifts_nyt,"Manuel Leite de Araújo, the president of a union representing prison employees, said some guards opp",What type of charges does Silva Neto say incarceration policies target the poor for?,nonviolent drug charges
llama3:8b,qg_squadshifts_nyt,"Manuel Leite de Araújo, the president of a union representing prison employees, said some guards opp",What is Silva Neto's approach with inmates described as in a committee report?,sentimental
llama3:8b,qg_squadshifts_nyt,"Mr. Mana, 57, the founder of Moishe’s Moving and Storage, who had recently acquired a significant sw",How old is Mr. Mana?,57
llama3:8b,qg_squadshifts_nyt,"Mr. Mana, 57, the founder of Moishe’s Moving and Storage, who had recently acquired a significant sw",What did Michael Capponi have on his iPhone?,N.F.L. game
llama3:8b,qg_squadshifts_nyt,"Mr. Mana, 57, the founder of Moishe’s Moving and Storage, who had recently acquired a significant sw",How many trips has Michael Capponi made to Haiti since the earthquake?,70
llama3:8b,qg_squadshifts_nyt,"Mr. Mana, 57, the founder of Moishe’s Moving and Storage, who had recently acquired a significant sw",Who is Mr. Capponi's building partner?,Gary Shear
llama3:8b,qg_squadshifts_nyt,"Mr. Mana, 57, the founder of Moishe’s Moving and Storage, who had recently acquired a significant sw",How long did it take to build the tulle-tented courtyard?,Four months
llama3:8b,qg_squadshifts_nyt,"Cobb once beat up a teammate, the pitcher Ed Siever, continuing to punch him after he was probably a",Who did Ty Cobb beat up?,Ed Siever
llama3:8b,qg_squadshifts_nyt,"Cobb once beat up a teammate, the pitcher Ed Siever, continuing to punch him after he was probably a",What happened to the heckler's fingers?,He had lost seven fingers in a workplace accident
llama3:8b,qg_squadshifts_nyt,"Cobb once beat up a teammate, the pitcher Ed Siever, continuing to punch him after he was probably a",Why did Charles Leerhsen write the biography 'Ty Cobb: A Terrible Beauty'?,To rehabilitate Ty Cobb's reputation
llama3:8b,qg_squadshifts_nyt,"Cobb once beat up a teammate, the pitcher Ed Siever, continuing to punch him after he was probably a",What is the title of the book by Charles Leerhsen?,'Ty Cobb: A Terrible Beauty'
llama3:8b,qg_squadshifts_nyt,"Cobb once beat up a teammate, the pitcher Ed Siever, continuing to punch him after he was probably a",What kind of project did Ty Cobb's image turn out to be?,A Superfund site
llama3:8b,qg_squadshifts_nyt,"But although there are occasional, unprintable mishearings that make me blush, a vast majority do no",What happens to the majority of mishearings?,Do not admit any simple Freudian interpretation
llama3:8b,qg_squadshifts_nyt,"But although there are occasional, unprintable mishearings that make me blush, a vast majority do no",Is syntax always preserved in mishearings?,Yes
llama3:8b,qg_squadshifts_nyt,"But although there are occasional, unprintable mishearings that make me blush, a vast majority do no",What often occurs to meaning in mishearings?,Capsize
llama3:8b,qg_squadshifts_nyt,"But although there are occasional, unprintable mishearings that make me blush, a vast majority do no",Are phonologically similar but meaningless sound forms present in mishearings?,Yes
llama3:8b,qg_squadshifts_nyt,"But although there are occasional, unprintable mishearings that make me blush, a vast majority do no",Is the general form of a sentence preserved in mishearings?,Yes
llama3:8b,qg_squadshifts_nyt,"This week night offers a couple of strong concert choices. On Sunday, you can head to Spectrum, a ve",Where can you find Morton Feldman's Piano and String Quartet on Sunday?,Spectrum
llama3:8b,qg_squadshifts_nyt,"This week night offers a couple of strong concert choices. On Sunday, you can head to Spectrum, a ve",Who will be performing Morton Feldman's Piano and String Quartet on Sunday?,"Joseph Branciforte, Christopher Otto, Pauline Kim Harris, John Pickford Richards and Mariel Roberts"
llama3:8b,qg_squadshifts_nyt,"This week night offers a couple of strong concert choices. On Sunday, you can head to Spectrum, a ve",What is the name of the series that features the chamber arrangement of 'Das Lied von der Erde'?,Mahler as New York Contemporary series
llama3:8b,qg_squadshifts_nyt,"This week night offers a couple of strong concert choices. On Sunday, you can head to Spectrum, a ve",Where will the Argento Chamber Ensemble perform on Thursday?,Park Avenue Armory
llama3:8b,qg_squadshifts_nyt,"This week night offers a couple of strong concert choices. On Sunday, you can head to Spectrum, a ve",What time will the Argento Chamber Ensemble perform on Thursday?,7:30 p.m.
llama3:8b,qg_squadshifts_nyt,"Justice Samuel A. Alito Jr. concurred on similar grounds. When one hears the term “tangible object,”",What does Justice Samuel A. Alito Jr. say about a 'tangible object'?,"a fish does not spring to mind — nor does an antelope, a colonial farmhouse, a hydrofoil or an oil derrick"
llama3:8b,qg_squadshifts_nyt,"Justice Samuel A. Alito Jr. concurred on similar grounds. When one hears the term “tangible object,”","According to Justice Elena Kagan, what is the real issue in the case Yates v. United States?",the law is too harsh
