model,dataset,passage,question,answer
phi,qg_squadshifts_new_wiki,"Since the 1970s there has been deregulation of some industries, like banking, trucking, airlines and",How did banking deregulation in the United States affect consumer choice and loans?,"Banking deregulation allowed banks to compete across state lines, increasing consumer choice, but also led to banks making loans to individuals who could not repay them, leading eventually to the financial crisis of 2007-2008."
phi,qg_squadshifts_new_wiki,"Since the 1970s there has been deregulation of some industries, like banking, trucking, airlines and",What is a concern regarding more ambitious regulations in industries?,"According to the Cato Institute, they can hurt consumers and make it difficult for businesses to operate."
phi,qg_squadshifts_new_wiki,"The most widespread system in use today is the ""three-man system,"" that uses one referee and two lin",What is the most widespread system in use today?,The three-man system
phi,qg_squadshifts_new_wiki,"The most widespread system in use today is the ""three-man system,"" that uses one referee and two lin",What are the two less commonly used systems?,"The two referee and one linesman system, and the four-official system."
phi,qg_squadshifts_new_wiki,"The most widespread system in use today is the ""three-man system,"" that uses one referee and two lin",When was the four-official system first implemented in a professional league?,It is now used in every NHL game
phi,qg_squadshifts_new_wiki,"The most widespread system in use today is the ""three-man system,"" that uses one referee and two lin",What other major events use this system besides hockey games?,The Olympics and IIHF World Championships.
phi,qg_squadshifts_new_wiki,"The most widespread system in use today is the ""three-man system,"" that uses one referee and two lin",Which leagues have started to implement the four-official system?,Many professional and high-level amateur leagues in North America and Europe.
phi,qg_squadshifts_new_wiki,"A general function is often denoted by f. Special functions have names, for example, the signum func",What is a general function?,A general function is often denoted by f.
phi,qg_squadshifts_new_wiki,"A general function is often denoted by f. Special functions have names, for example, the signum func",What does sgn stand for?,"Sgn stands for signum, which is the sign of a number or an expression."
phi,qg_squadshifts_new_wiki,"A general function is often denoted by f. Special functions have names, for example, the signum func",What is the name given to special functions?,"Special functions have names, for example, the signum function is denoted by sgn."
phi,qg_squadshifts_new_wiki,"A general function is often denoted by f. Special functions have names, for example, the signum func",What is the image of x under the signum function written as?,The argument is then written as sgn(x).
phi,qg_squadshifts_new_wiki,"A general function is often denoted by f. Special functions have names, for example, the signum func",What does v(t) stand for in physics?,"In physics, the velocity of some body, depending on the time, is denoted by v(t). The parentheses around the argument may be omitted when there is little chance of confusion, thus: sin x; this is known as prefix notation."
phi,qg_squadshifts_new_wiki,"The highest court of Connecticut's judicial branch is the Connecticut Supreme Court, headed by the C",What is the name of the highest court of Connecticut's judicial branch?,The Connecticut Supreme Court.
phi,qg_squadshifts_new_wiki,"The highest court of Connecticut's judicial branch is the Connecticut Supreme Court, headed by the C",Who heads the Supreme Court of Connecticut?,The Chief Justice of Connecticut.
phi,qg_squadshifts_new_wiki,"The highest court of Connecticut's judicial branch is the Connecticut Supreme Court, headed by the C",What are the responsibilities of the Supreme Court of Connecticut?,Deciding on the constitutionality of the law or cases as they relate to the law.
phi,qg_squadshifts_new_wiki,"The highest court of Connecticut's judicial branch is the Connecticut Supreme Court, headed by the C",How does a court proceeding in the Supreme Court of Connecticut differ from those of the United States Supreme Court?,"There is no testimony given by witnesses, and the lawyers of the two sides each present oral arguments no longer than thirty minutes."
phi,qg_squadshifts_new_wiki,"The highest court of Connecticut's judicial branch is the Connecticut Supreme Court, headed by the C",What are the potential timespan for reaching a judgment after a court proceeding at the Supreme Court of Connecticut?,Several months.
phi,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",When was the University of Pittsburg founded?,"The University of Pittsburgh was founded in 1787, by Hugh Henry Brackenridge."
phi,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",What is the location of the University of Pittsburgh?,The University of Pittsburgh is located in Western Pennsylvania.
phi,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",Who obtained a charter for the school,"Hugh Henry Brackenridge obtained a charter for the school from the state legislature of the Commonwealth of Pennsylvania on February 28, 1787"
phi,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",When was the first building erected?,The first building was erected in 1790.
phi,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",How many rooms were there in the brick building?,There were three rooms: one below and two above.
phi,qg_squadshifts_new_wiki,"During World War II, Germany reclaimed all of the southern and much of the eastern shore by occupyin",What was the name of the deadliest maritime disaster in history?,The sinking of the Wilhelm Gustloff.
phi,qg_squadshifts_new_wiki,"During World War II, Germany reclaimed all of the southern and much of the eastern shore by occupyin",When did Germany reclaim all of the southern and much of the eastern shore by occupying Poland and the Baltic states?,During World War II.
phi,qg_squadshifts_new_wiki,"During World War II, Germany reclaimed all of the southern and much of the eastern shore by occupyin","What happened to the Lithuanian capital, Kaunas, in 1944?",It was burned and most of its population killed or sent to Siberia.
phi,qg_squadshifts_new_wiki,"During World War II, Germany reclaimed all of the southern and much of the eastern shore by occupyin",How many people were killed in the sinking of the Wilhelm Gustloff?,"(Very roughly) 9,000."
phi,qg_squadshifts_new_wiki,"During World War II, Germany reclaimed all of the southern and much of the eastern shore by occupyin","What type of material did scientists find on the bottom of the sea when they discovered over five thousand airplane wrecks and other objects, mainly from World War II?","Sunken warships, aircrafts, and other materials."
phi,qg_squadshifts_new_wiki,"Second, in the colonies a very wide range of public and private business was decided by elected bodi",What were some of the public and private business decisions made by elected bodies in the colonies?,"Decisions included land grants, commercial subsidies, and taxation."
phi,qg_squadshifts_new_wiki,"Second, in the colonies a very wide range of public and private business was decided by elected bodi","Who handled oversight of roads, poor relief, taverns, and schools in the colonies?",Elected bodies like assemblies and county governments in each colony.
phi,qg_squadshifts_new_wiki,"Second, in the colonies a very wide range of public and private business was decided by elected bodi",How were legal disputes resolved in the colonies?,"By local judges and juries, with decisions made not by a great lord but by common people."
phi,qg_squadshifts_new_wiki,"However, as for continental philosophy, American academics have tended to label it ""postmodernist"", ",What are continental philosophers often labeled as by American academics?,postmodernist
phi,qg_squadshifts_new_wiki,"In November 1988, a new development team within Microsoft (which included former Digital Equipment C",Who were the former Digital Equipment Corporation developers involved in the creation of NTOS/2?,Dave Cutler and Mark Lucovsky
phi,qg_squadshifts_new_wiki,"In November 1988, a new development team within Microsoft (which included former Digital Equipment C",What was the original purpose of NTOS/2 when it first began development in November 1988?,"To be a secure, multi-user operating system with POSIX compatibility and a modular, portable kernel with preemptive multitasking and support for multiple processor architectures"
phi,qg_squadshifts_new_wiki,"In November 1988, a new development team within Microsoft (which included former Digital Equipment C",Why did the NT development team decide to rework the project from OS/2 to Win32 in 1989?,"Following the successful release of Windows 3.0, the team decided to use an extended 32-bit port of the Windows API known as 'Win32'"
phi,qg_squadshifts_new_wiki,"In November 1988, a new development team within Microsoft (which included former Digital Equipment C",What did IBM object to with the NT development and what was the result?,"They objected to the changes, which ultimately led to the continuation of OS/2 development on their own"
phi,qg_squadshifts_new_wiki,Tectonic forces above the subduction zone along the entire west coast of South America where the Naz,What are the two plates that slide beneath the South American Plate?,The Nazca Plate and a part of the Antarctic Plate
phi,qg_squadshifts_new_wiki,The MBBS (Bachelor of Medicine/Bachelor of Surgery) degree represents the first (graduation) level o,What is the first (graduation) level of training required to be licensed as a physician?,MBBS
phi,qg_squadshifts_new_wiki,"The paper began publication on 18 February 1821 as The New Observer, but from 21 April its title was",When was The Independent Observer first published?,The paper began publication on 18 February 1821.
phi,qg_squadshifts_new_wiki,"The paper began publication on 18 February 1821 as The New Observer, but from 21 April its title was",What did Henry White want to achieve by naming his paper the Independent Observer?,"He wanted to take advantage of the success of The Observer newspaper, which had been founded in 1781."
phi,qg_squadshifts_new_wiki,"The flag has been displayed on every U.S. spacecraft designed for manned flight, including Mercury, ",Which spaceflights have displayed the American flag?,"Every U.S. spacecraft designed for manned flight, including Mercury, Gemini, Apollo Command/Service Module, Apollo Lunar Module, and the Space Shuttle."
phi,qg_squadshifts_new_wiki,"The flag has been displayed on every U.S. spacecraft designed for manned flight, including Mercury, ",What is the streaming convention?,"The 'streaming' convention was not followed during the launch of Mercury, Gemini, and Apollo, so their flags were oriented with the stripes running horizontally rather than vertically."
phi,qg_squadshifts_new_wiki,"The flag has been displayed on every U.S. spacecraft designed for manned flight, including Mercury, ",Which spaceflights used the flag on their first stage?,The flag appeared on the S-IC first stage of the Saturn V launch vehicle used for Apollo.
phi,qg_squadshifts_new_wiki,The arts in colonial America were not as successful as the sciences. Literature in the European sens,What was the principal form of reading material in colonial America?,The newspaper.
phi,qg_squadshifts_new_wiki,The arts in colonial America were not as successful as the sciences. Literature in the European sens,Which almanac was the most famous in colonial America?,Benjamin Franklin's Poor Richard's Almanac
phi,qg_squadshifts_new_wiki,The arts in colonial America were not as successful as the sciences. Literature in the European sens,Were American publications as successful as European writers?,"American publications were more widespread and achieved a greater readership than anything produced by Voltaire, Locke, or Rousseau."
phi,qg_squadshifts_new_wiki,The arts in colonial America were not as successful as the sciences. Literature in the European sens,What was the principal reason for this success of the newspaper in colonial America?,"Printing was expensive, so most publications focused on practical matters like news, advertisements, and business reports."
phi,qg_squadshifts_new_wiki,"After a lengthy development process, Windows Vista was released on November 30, 2006, for volume lic",When was Windows Vista first available to consumers?,"January 30th, 2007"
phi,qg_squadshifts_new_wiki,"After a lengthy development process, Windows Vista was released on November 30, 2006, for volume lic",What were some of the new features introduced in Windows Vista?,"A number of new features, including a redesigned shell and user interface, significant technical changes with a focus on security features."
phi,qg_squadshifts_new_wiki,"After a lengthy development process, Windows Vista was released on November 30, 2006, for volume lic",Was there any criticism against the release of Windows Vista?,"Yes, criticism included performance drop, longer boot time, criticisms about new UAC (User Account Control) system, and stricter license agreement."
phi,qg_squadshifts_new_wiki,"After a lengthy development process, Windows Vista was released on November 30, 2006, for volume lic",When was Windows Server 2008 released?,Early in 2008
phi,qg_squadshifts_new_wiki,"After a lengthy development process, Windows Vista was released on November 30, 2006, for volume lic",What was the server counterpart of Windows Vista called?,Windows Server 2008
phi,qg_squadshifts_new_wiki,"University of Pittsburgh Orchestra performs several concerts and consists of music students, student",What is the name of the first concerto performed by the University of Pittsburgh Orchestra?,The first concerto performed by the University of Pittsburgh Orchestra was written by Aaron Copland.
phi,qg_squadshifts_new_wiki,"University of Pittsburgh Orchestra performs several concerts and consists of music students, student",When was the Pitt Jazz Ensemble founded?,The Pitt Jazz Ensemble was founded in 1964 by saxophonist Dr. Davis
phi,qg_squadshifts_new_wiki,"University of Pittsburgh Orchestra performs several concerts and consists of music students, student",What is the specialization of the Pitt African Music and Dance Ensemble?,The Pitt African Music and Dance Ensemble specializes in music and dances from Africa.
phi,qg_squadshifts_new_wiki,"University of Pittsburgh Orchestra performs several concerts and consists of music students, student",When was the Pitt Band founded?,The Pitt Band was founded in 1911
phi,qg_squadshifts_new_wiki,"University of Pittsburgh Orchestra performs several concerts and consists of music students, student",What types of events does the Pitt Band perform at?,The Pitt Band performs at various athletic and other University events.
phi,qg_squadshifts_new_wiki,New York City played a complex role in the American Civil War. The city's strong commercial ties to ,What was the role of New York City during the Civil War?,"New York City had a complex role in the American Civil War, with strong commercial ties to the South and an increasing immigrant population. This led to resentment against President Lincoln's war policies and the three-day-long New York Draft Riots in July 1864."
phi,qg_squadshifts_new_wiki,New York City played a complex role in the American Civil War. The city's strong commercial ties to ,What was the cause of the New York Draft Riots?,"The New York Draft Riots were caused by a combination of factors, including resentment against President Lincoln's war policies, anger about conscription, and fear that free Blacks would take jobs away from immigrants. Racial tension also played a role in the riots."
phi,qg_squadshifts_new_wiki,New York City played a complex role in the American Civil War. The city's strong commercial ties to ,How many participants were there in the New York Draft Riots?,The New York Draft Riots had an estimated 119 participants and passersby who were massacred during the three-day event.
phi,qg_squadshifts_new_wiki,"After being captured and held in the factories, slaves entered the infamous Middle Passage. Meltzer'",What was the overall mortality rate of slaves during their journey?,12.5%
phi,qg_squadshifts_new_wiki,"After being captured and held in the factories, slaves entered the infamous Middle Passage. Meltzer'",How many Africans died during the Middle Passage?,2.2 million
phi,qg_squadshifts_new_wiki,"After being captured and held in the factories, slaves entered the infamous Middle Passage. Meltzer'",What measures were taken to prevent the spread of diseases on board slave ships?,Enforced 'dancing' above deck and practice of force-feeding enslaved persons who tried to starve themselves.
phi,qg_squadshifts_new_wiki,"After being captured and held in the factories, slaves entered the infamous Middle Passage. Meltzer'",How many slaves were fit on one ship before the African slave trade was completely banned?,350 to 600
phi,qg_squadshifts_new_wiki,"After being captured and held in the factories, slaves entered the infamous Middle Passage. Meltzer'",What happened to those who escaped from their ships during the Middle Passage?,Fatalities included suicides and those who drowned.
phi,qg_squadshifts_new_wiki,"Drum and bass was supported by Ministry of Sound radio from the early 2000s until 2014, with Bryan G",What year was Drum and Bass supported by Ministry of Sound radio?,Drum and Bass was supported by Ministry of Sound radio from the early 20000s until 2014
phi,qg_squadshifts_new_wiki,"Drum and bass was supported by Ministry of Sound radio from the early 2000s until 2014, with Bryan G",Who were some of the labels that featured Tuesday shows for Drum and Bass on Ministry of Sound radio?,"Labels such as V Recordings, Metalheadz, Dispatch Recordings, Fabio & Grooverider, DJ Marky, DJ Bailey, Viper Recordings, Technique Recordings, Shogun Audio and Hospital Records."
phi,qg_squadshifts_new_wiki,"Drum and bass was supported by Ministry of Sound radio from the early 2000s until 2014, with Bryan G",What caused disappointment amongst the fans of the D&B community?,"From September 2014, Ministry abruptly dropped all non-mainstream genres to focus on mainstream EDM, causing disappointment amongst the fans of the D&B community."
phi,qg_squadshifts_new_wiki,"Another common example is RAM memory, which is redundant because RAM (random-access memory) includes",What is the redundant part of RAM memory?,"RAM memory includes the initial of the word 'memory', making it redundant."
phi,qg_squadshifts_new_wiki,"Another common example is RAM memory, which is redundant because RAM (random-access memory) includes",Why might the retention of PIN be motivated to avoid ambiguity?,"The acronym 'PIN' stands for personal identification number, and in this case its retention may be motivated to avoid confusion with the homophonous word 'pin'."
phi,qg_squadshifts_new_wiki,"Triglycerides, stored in adipose tissue, are a major form of energy storage both in animals and plan",What is the primary location where energy storage occurs in animals?,Adipose tissue
phi,qg_squadshifts_new_wiki,"Triglycerides, stored in adipose tissue, are a major form of energy storage both in animals and plan",How many calories are provided by one gram of stored triglycerides?,9 kcal/g
phi,qg_squadshifts_new_wiki,"In some cultures, including those of most Western countries, the surname or family name (""last name""",In which cultures is the surname placed after the given name?,Most Western countries
phi,qg_squadshifts_new_wiki,"In some cultures, including those of most Western countries, the surname or family name (""last name""",Which cultures have the surname first followed by the given name or names in those cases?,"Hungary, parts of Romania, Bavaria, Austria, South India, Sri Lanka, Madagascar and East Asian cultural sphere including Japan, Korea, Taiwan, Vietnam and China"
phi,qg_squadshifts_new_wiki,Stratiform or dynamic precipitation occurs as a consequence of slow ascent of air in synoptic system,What is stratiform or dynamic precipitation?,"It occurs as a consequence of slow ascent of air in synoptic systems such as over surface cold fronts, and ahead of warm fronts."
phi,qg_squadshifts_new_wiki,Stratiform or dynamic precipitation occurs as a consequence of slow ascent of air in synoptic system,Where does similar ascent occur besides over cold fronts?,"Similar ascent can be seen around tropical cyclones outside of the eyewall, and in comma-head precipitation patterns around mid-latitude cyclones."
phi,qg_squadshifts_new_wiki,Stratiform or dynamic precipitation occurs as a consequence of slow ascent of air in synoptic system,What kind of weather is associated with occluded fronts?,"Occluded fronts are usually associated with a drying of the air mass. Thunderstorms may occur, but their passage often leads to a decrease in precipitation."
phi,qg_squadshifts_new_wiki,Stratiform or dynamic precipitation occurs as a consequence of slow ascent of air in synoptic system,In what type of meteorological situations can occluded fronts form?,Occluded fronts usually form around mature low-pressure areas.
phi,qg_squadshifts_new_wiki,Stratiform or dynamic precipitation occurs as a consequence of slow ascent of air in synoptic system,Can precipitation occur on other celestial bodies besides Earth?,"Yes, precipitation may also occur on Mars. When it gets cold, Mars has precipitation that most likely takes the form of ice needles."
phi,qg_squadshifts_new_wiki,Fiscal decentralization means decentralizing revenue raising and/or expenditure of moneys to a lower,What does fiscal decentralization mean?,decreasing government's responsibility in raising and/or expenditure while maintaining financial control over a lower level of government
phi,qg_squadshifts_new_wiki,Fiscal decentralization means decentralizing revenue raising and/or expenditure of moneys to a lower,What does the term 'fiscal federalism' refer to?,"a system where revenue and expenditure decisions are made at different levels of government. In some cases, it may involve transferring money from one level of government to another."
phi,qg_squadshifts_new_wiki,Fiscal decentralization means decentralizing revenue raising and/or expenditure of moneys to a lower,How can fiscal decentralization increase central government control over lower levels of government?,it can be used as a means of control if it is not linked to other forms of responsibility and authority.
phi,qg_squadshifts_new_wiki,Chromatic aberration is caused by the dispersion of the lens material—the variation of its refractiv,What is the cause of chromatic aberration?,"Chromatic aberration is caused by the dispersion of the lens material - the variation of its refractive index, n, with the wavelength of light."
phi,qg_squadshifts_new_wiki,Chromatic aberration is caused by the dispersion of the lens material—the variation of its refractiv,How can chromatic aberration be minimised?,"Chromatic aberration can be minimized by using an achromat in which two materials with differing dispersion are bonded together to form a single lens. This reduces the amount of chromatic aberration over a certain range of wavelengths, though it does not produce perfect correction."
phi,qg_squadshifts_new_wiki,Chromatic aberration is caused by the dispersion of the lens material—the variation of its refractiv,What is an apochromat?,"An apochromat is a lens or lens system with even better chromatic aberration correction, combined with improved spherical aberration correction. Apochromats are much more expensive than achromats."
