model,dataset,passage,question,answer
llama3:8b,qg_squadshifts_new_wiki,"Because of the higher specific gravity of tin dioxide, about 80% of mined tin is from secondary depo",What are some common methods used for mining tin?,"Dredging, hydraulic methods or open cast mining"
llama3:8b,qg_squadshifts_new_wiki,"Because of the higher specific gravity of tin dioxide, about 80% of mined tin is from secondary depo",What is often recovered from granules washed downstream and deposited in valleys or under sea?,Tin
llama3:8b,qg_squadshifts_new_wiki,"Because of the higher specific gravity of tin dioxide, about 80% of mined tin is from secondary depo",What is the minimum percentage of tin that a placer deposit may contain?,0.015%
llama3:8b,qg_squadshifts_new_wiki,"By the early 1980s, it was largely perceived that women had met their goals and succeeded in changin",By what time was women's success in changing social attitudes perceived?,The early 1980s
llama3:8b,qg_squadshifts_new_wiki,"By the early 1980s, it was largely perceived that women had met their goals and succeeded in changin",How many states ratified the Equal Rights Amendment?,35
llama3:8b,qg_squadshifts_new_wiki,"By the early 1980s, it was largely perceived that women had met their goals and succeeded in changin",What year did adding the Equal Rights Amendment to the United States Constitution fail?,1982
llama3:8b,qg_squadshifts_new_wiki,"By the early 1980s, it was largely perceived that women had met their goals and succeeded in changin",How many states was the Equal Rights Amendment three short of ratification?,Three
llama3:8b,qg_squadshifts_new_wiki,"By the early 1980s, it was largely perceived that women had met their goals and succeeded in changin",What failed to be ratified in 1982?,The Equal Rights Amendment
llama3:8b,qg_squadshifts_new_wiki,"At some other universities (especially older institutions, such as Oxford, Dublin, Cambridge and St ",What universities award an MD as a higher doctorate?,"Oxford, Dublin, Cambridge and St Andrews"
llama3:8b,qg_squadshifts_new_wiki,"At some other universities (especially older institutions, such as Oxford, Dublin, Cambridge and St ",What is the University of Cambridge proposing to introduce?,MedScD degree
llama3:8b,qg_squadshifts_new_wiki,"At some other universities (especially older institutions, such as Oxford, Dublin, Cambridge and St ",What is the basis for awarding the MedScD degree in the University of Cambridge?,A career's contribution to the science or art of medicine
llama3:8b,qg_squadshifts_new_wiki,"At some other universities (especially older institutions, such as Oxford, Dublin, Cambridge and St ",What is another degree that a candidate may be awarded in the University of Cambridge?,MD degree
llama3:8b,qg_squadshifts_new_wiki,"At some other universities (especially older institutions, such as Oxford, Dublin, Cambridge and St ",What is the degree that the MD is similar to at some universities?,DSc
llama3:8b,qg_squadshifts_new_wiki,"The concept of a ""surname"" is a relatively recent historical development, evolving from a medieval n",What was the medieval naming practice called?,byname
llama3:8b,qg_squadshifts_new_wiki,"The concept of a ""surname"" is a relatively recent historical development, evolving from a medieval n",Why were bynames used?,In situations where more than one person had the same name.
llama3:8b,qg_squadshifts_new_wiki,"The concept of a ""surname"" is a relatively recent historical development, evolving from a medieval n",What is a relatively recent historical development in naming practices?,The concept of a 'surname'
llama3:8b,qg_squadshifts_new_wiki,"The concept of a ""surname"" is a relatively recent historical development, evolving from a medieval n",How were surnames derived from bynames?,Based on an individual's occupation or area of residence
llama3:8b,qg_squadshifts_new_wiki,"The concept of a ""surname"" is a relatively recent historical development, evolving from a medieval n",What was the purpose of using bynames?,To distinguish between individuals with the same name
llama3:8b,qg_squadshifts_new_wiki,Firms may prefer decentralization because it ensures efficiency by making sure that managers closest,Why do firms prefer decentralization?,It ensures efficiency
llama3:8b,qg_squadshifts_new_wiki,Firms may prefer decentralization because it ensures efficiency by making sure that managers closest,Who makes decisions in a decentralized firm?,Managers closest to local information
llama3:8b,qg_squadshifts_new_wiki,Firms may prefer decentralization because it ensures efficiency by making sure that managers closest,What does decentralization free upper management for?,Long term strategics
llama3:8b,qg_squadshifts_new_wiki,Firms may prefer decentralization because it ensures efficiency by making sure that managers closest,What kind of training do managers receive in a decentralized firm?,Hands on training
llama3:8b,qg_squadshifts_new_wiki,Firms may prefer decentralization because it ensures efficiency by making sure that managers closest,Why are managers motivated in a decentralized firm?,By having the freedom to exercise their own initiative and creativity
llama3:8b,qg_squadshifts_new_wiki,The effect of a low-salt diet is unclear. A Cochrane review concluded that any benefit in either hyp,What is the conclusion of a Cochrane review about the effect of a low-salt diet?,Small benefit if present
llama3:8b,qg_squadshifts_new_wiki,The effect of a low-salt diet is unclear. A Cochrane review concluded that any benefit in either hyp,"Who may be harmed by a low-salt diet, according to the review?",Those with congestive heart failure
llama3:8b,qg_squadshifts_new_wiki,The effect of a low-salt diet is unclear. A Cochrane review concluded that any benefit in either hyp,"What happens when high dietary salt intake increases blood pressure, according to another review?",Worsens hypertension and increases cardiovascular disease events
llama3:8b,qg_squadshifts_new_wiki,The effect of a low-salt diet is unclear. A Cochrane review concluded that any benefit in either hyp,What is the evidence level for the effect of high salt intake on cardiovascular mortality?,Moderate
llama3:8b,qg_squadshifts_new_wiki,The effect of a low-salt diet is unclear. A Cochrane review concluded that any benefit in either hyp,"What does high salt intake increase, according to another review?","Strokes, left ventricular hypertrophy, and overall mortality"
llama3:8b,qg_squadshifts_new_wiki,"Saccharolipids describe compounds in which fatty acids are linked directly to a sugar backbone, form",What type of compounds are saccharolipids?,compounds in which fatty acids are linked directly to a sugar backbone
llama3:8b,qg_squadshifts_new_wiki,"Saccharolipids describe compounds in which fatty acids are linked directly to a sugar backbone, form",What substitutes for the glycerol backbone in saccharolipids?,a monosaccharide
llama3:8b,qg_squadshifts_new_wiki,"Saccharolipids describe compounds in which fatty acids are linked directly to a sugar backbone, form",What is the most familiar type of saccharolipid?,acylated glucosamine precursors of the Lipid A component
llama3:8b,qg_squadshifts_new_wiki,"Saccharolipids describe compounds in which fatty acids are linked directly to a sugar backbone, form",How many fatty-acyl chains can derivatize a typical lipid A molecule?,as many as seven
llama3:8b,qg_squadshifts_new_wiki,"Saccharolipids describe compounds in which fatty acids are linked directly to a sugar backbone, form",What is the minimal lipopolysaccharide required for growth in E. coli?,Kdo2-Lipid A
llama3:8b,qg_squadshifts_new_wiki,"The more likely source of the nickname ""Constitution State"" comes from Connecticut's pivotal role in",What is Connecticut nicknamed?,Constitution State
llama3:8b,qg_squadshifts_new_wiki,"The more likely source of the nickname ""Constitution State"" comes from Connecticut's pivotal role in",Why is Connecticut's nickname 'Constitution State' likely?,Its pivotal role in the federal constitutional convention of 1787
llama3:8b,qg_squadshifts_new_wiki,"The more likely source of the nickname ""Constitution State"" comes from Connecticut's pivotal role in",Who helped orchestrate the Great Compromise?,Roger Sherman and Oliver Ellsworth
llama3:8b,qg_squadshifts_new_wiki,"The more likely source of the nickname ""Constitution State"" comes from Connecticut's pivotal role in",What was combined to form a bicameral legislature?,The Virginia Plan and the New Jersey Plan
llama3:8b,qg_squadshifts_new_wiki,"The more likely source of the nickname ""Constitution State"" comes from Connecticut's pivotal role in",How were Senators selected until the early 20th century?,By their state legislatures
llama3:8b,qg_squadshifts_new_wiki,"In 1763, Spain traded Florida to Great Britain in exchange for control of Havana, Cuba, which had be",Who did Spain trade Florida to in 1763?,Great Britain
llama3:8b,qg_squadshifts_new_wiki,"In 1763, Spain traded Florida to Great Britain in exchange for control of Havana, Cuba, which had be",How many Spaniards lived in Florida at the time of the trade?,"about 3,000"
llama3:8b,qg_squadshifts_new_wiki,"In 1763, Spain traded Florida to Great Britain in exchange for control of Havana, Cuba, which had be",Why was control restored to Spain in 1783?,"by the Peace of Paris, which ended the American Revolutionary War"
llama3:8b,qg_squadshifts_new_wiki,"In 1763, Spain traded Florida to Great Britain in exchange for control of Havana, Cuba, which had be",What happened to the Republic of West Florida?,it was quickly annexed by the United States
llama3:8b,qg_squadshifts_new_wiki,"In 1763, Spain traded Florida to Great Britain in exchange for control of Havana, Cuba, which had be",Who took possession of East Florida in 1821?,the United States
llama3:8b,qg_squadshifts_new_wiki,"The flag of the United States of America, often referred to as the American flag, is the national fl",How many stripes are on the American flag?,13
llama3:8b,qg_squadshifts_new_wiki,"The flag of the United States of America, often referred to as the American flag, is the national fl",What color is the top and bottom stripe of the flag?,Red
llama3:8b,qg_squadshifts_new_wiki,"The flag of the United States of America, often referred to as the American flag, is the national fl",How many stars are on the blue rectangle of the flag?,50
llama3:8b,qg_squadshifts_new_wiki,"The flag of the United States of America, often referred to as the American flag, is the national fl",What do the 13 stripes represent?,The thirteen British colonies that declared independence from the Kingdom of Great Britain
llama3:8b,qg_squadshifts_new_wiki,"The flag of the United States of America, often referred to as the American flag, is the national fl",What is another nickname for the American flag?,Old Glory
llama3:8b,qg_squadshifts_new_wiki,"Decentralization ideally happens as a careful, rational, and orderly process, but it often takes pla",When does decentralization often take place?,"during times of economic and political crisis, the fall of a regime and the resultant power struggles"
llama3:8b,qg_squadshifts_new_wiki,"Decentralization ideally happens as a careful, rational, and orderly process, but it often takes pla",What is needed during the process of decentralization?,"experimentation, testing, adjusting, and replicating successful experiments in other contexts"
llama3:8b,qg_squadshifts_new_wiki,"Decentralization ideally happens as a careful, rational, and orderly process, but it often takes pla",Is there a one-size-fits-all blueprint for decentralization?,no
llama3:8b,qg_squadshifts_new_wiki,"Decentralization ideally happens as a careful, rational, and orderly process, but it often takes pla",What determines the initial state of a country's decentralization process?,the initial state of a country and the power and views of political interests
llama3:8b,qg_squadshifts_new_wiki,"Decentralization ideally happens as a careful, rational, and orderly process, but it often takes pla",Why does decentralization need experimentation?,since it depends on the initial state of a country and the power and views of political interests
llama3:8b,qg_squadshifts_new_wiki,All real and personal property located within the state of Connecticut is taxable unless specificall,What percentage of fair market value are assessments at?,70%
llama3:8b,qg_squadshifts_new_wiki,All real and personal property located within the state of Connecticut is taxable unless specificall,How much is the maximum property tax credit per return in Connecticut?,$300
llama3:8b,qg_squadshifts_new_wiki,All real and personal property located within the state of Connecticut is taxable unless specificall,"According to the Tax Foundation, what ranking do Connecticut residents have for average property taxes in the nation?",2nd highest
llama3:8b,qg_squadshifts_new_wiki,All real and personal property located within the state of Connecticut is taxable unless specificall,What percentage of value may be taxed by local government in Connecticut?,20%
llama3:8b,qg_squadshifts_new_wiki,All real and personal property located within the state of Connecticut is taxable unless specificall,Does Connecticut levy an intangible personal property tax?,No
llama3:8b,qg_squadshifts_new_wiki,"The revival of low relief, which was seen as a classical style, begins early in the Renaissance; the",When does the revival of low relief begin?,Early in the Renaissance
llama3:8b,qg_squadshifts_new_wiki,"The revival of low relief, which was seen as a classical style, begins early in the Renaissance; the",Who designed the Tempio Malatestiano in Rimini?,Leon Battista Alberti
llama3:8b,qg_squadshifts_new_wiki,"The revival of low relief, which was seen as a classical style, begins early in the Renaissance; the",What type of reliefs are used inside and on the external walls of the Tempio Malatestiano?,Low reliefs
llama3:8b,qg_squadshifts_new_wiki,"The revival of low relief, which was seen as a classical style, begins early in the Renaissance; the",What is plaster widely used for in the Renaissance?,Indoor ornamental work such as cornices and ceilings
llama3:8b,qg_squadshifts_new_wiki,"The revival of low relief, which was seen as a classical style, begins early in the Renaissance; the",Where were large figures with plaster relief used in the 16th century?,Chateau of Fontainebleau
llama3:8b,qg_squadshifts_new_wiki,A beam may be defined as an element in which one dimension is much greater than the other two and th,What can be defined as an element with one dimension much greater than the other two?,A beam
llama3:8b,qg_squadshifts_new_wiki,A beam may be defined as an element in which one dimension is much greater than the other two and th,What kind of loads are usually applied to a beam?,Normal to the main axis
llama3:8b,qg_squadshifts_new_wiki,A beam may be defined as an element in which one dimension is much greater than the other two and th,What type of elements are beams and columns called?,Line elements
llama3:8b,qg_squadshifts_new_wiki,A beam may be defined as an element in which one dimension is much greater than the other two and th,How are line elements often represented in structural modeling?,Simple lines
llama3:8b,qg_squadshifts_new_wiki,A beam may be defined as an element in which one dimension is much greater than the other two and th,What is the definition of beams and columns in terms of representation?,Simple lines
llama3:8b,qg_squadshifts_new_wiki,"Southwestern Connecticut is served by the Metro-North Railroad's New Haven Line, operated by the Met",What is the name of the railroad that serves Southwestern Connecticut?,Metro-North Railroad's New Haven Line
llama3:8b,qg_squadshifts_new_wiki,"Southwestern Connecticut is served by the Metro-North Railroad's New Haven Line, operated by the Met",Who operates the Metro-North Railroad's New Haven Line?,Metropolitan Transportation Authority
llama3:8b,qg_squadshifts_new_wiki,"Southwestern Connecticut is served by the Metro-North Railroad's New Haven Line, operated by the Met",What type of service does the Northeast Corridor provide?,Commuter and Express service
llama3:8b,qg_squadshifts_new_wiki,"Southwestern Connecticut is served by the Metro-North Railroad's New Haven Line, operated by the Met",When is the Hartford Line commuter rail service scheduled to begin operating?,2018
llama3:8b,qg_squadshifts_new_wiki,"Southwestern Connecticut is served by the Metro-North Railroad's New Haven Line, operated by the Met","What is the proposed commuter rail service connecting New London with Norwich, Willimantic, Storrs, and Stafford Springs called?",Central Corridor Rail Line
llama3:8b,qg_squadshifts_new_wiki,"Istanbul is home to Borsa Istanbul, the sole exchange entity of Turkey, which combined the former Is",When was the Ottoman Stock Exchange originally established?,1866
llama3:8b,qg_squadshifts_new_wiki,"Istanbul is home to Borsa Istanbul, the sole exchange entity of Turkey, which combined the former Is",Where was Bankalar Caddesi located in the Ottoman Empire?,Galata
llama3:8b,qg_squadshifts_new_wiki,"Istanbul is home to Borsa Istanbul, the sole exchange entity of Turkey, which combined the former Is",In which decade did most Turkish banks move their headquarters to Levent and Maslak?,1990s
llama3:8b,qg_squadshifts_new_wiki,"Istanbul is home to Borsa Istanbul, the sole exchange entity of Turkey, which combined the former Is",When did the Istanbul Stock Exchange (now Borsa Istanbul) move to its current building?,1995
llama3:8b,qg_squadshifts_new_wiki,"Istanbul is home to Borsa Istanbul, the sole exchange entity of Turkey, which combined the former Is",What is being constructed in Ataşehir district?,A new central business district
llama3:8b,qg_squadshifts_new_wiki,"Tin has ten stable isotopes, with atomic masses of 112, 114 through 120, 122 and 124, the greatest n",How many stable isotopes does tin have?,10
llama3:8b,qg_squadshifts_new_wiki,"Tin has ten stable isotopes, with atomic masses of 112, 114 through 120, 122 and 124, the greatest n",What is the most abundant isotope of tin?,120Sn
llama3:8b,qg_squadshifts_new_wiki,"Tin has ten stable isotopes, with atomic masses of 112, 114 through 120, 122 and 124, the greatest n",Which isotopes possess no nuclear spin?,Those with even mass numbers
llama3:8b,qg_squadshifts_new_wiki,"Tin has ten stable isotopes, with atomic masses of 112, 114 through 120, 122 and 124, the greatest n",How many common isotopes does tin have?,"3 (116Sn, 118Sn, and 120Sn)"
llama3:8b,qg_squadshifts_new_wiki,"Tin has ten stable isotopes, with atomic masses of 112, 114 through 120, 122 and 124, the greatest n",What is used to reference chemical shifts in NMR spectroscopy for tin?,SnMe4
llama3:8b,qg_squadshifts_new_wiki,"Istanbul has some of Turkey's oldest sports clubs. Beşiktaş J.K., established in 1903, is considered",When was Beşiktaş J.K. established?,1903
llama3:8b,qg_squadshifts_new_wiki,"Istanbul has some of Turkey's oldest sports clubs. Beşiktaş J.K., established in 1903, is considered",What is Galatasaray and Fenerbahçe's honor in Süper Lig championships?,Sharing the most championships
llama3:8b,qg_squadshifts_new_wiki,"Istanbul has some of Turkey's oldest sports clubs. Beşiktaş J.K., established in 1903, is considered",How many basketball teams play in the Turkish Basketball League?,7
llama3:8b,qg_squadshifts_new_wiki,Use of f(A) to denote the image of a subset A ⊆ X is consistent so long as no subset of the domain i,What is denoted by f(A) in a subset A ⊆ X?,The image of a subset
llama3:8b,qg_squadshifts_new_wiki,Use of f(A) to denote the image of a subset A ⊆ X is consistent so long as no subset of the domain i,Why is it necessary to distinguish between sets of ordinals and ordinals in set theory?,It is convenient or even necessary
llama3:8b,qg_squadshifts_new_wiki,Use of f(A) to denote the image of a subset A ⊆ X is consistent so long as no subset of the domain i,What is the notation for the preimage of a singleton?,f−1[b]
llama3:8b,qg_squadshifts_new_wiki,"The processes of decentralization redefines structures, procedures and practices of governance to be",What does decentralization redefine?,"structures, procedures and practices of governance"
llama3:8b,qg_squadshifts_new_wiki,"The processes of decentralization redefines structures, procedures and practices of governance to be","According to UNDP, what is decentralization more than?","a process, it's a way of life and a state of mind"
llama3:8b,qg_squadshifts_new_wiki,"The processes of decentralization redefines structures, procedures and practices of governance to be",What does the report provide for defining the concept 'decentralization'?,a chart-formatted framework
llama3:8b,qg_squadshifts_new_wiki,"The processes of decentralization redefines structures, procedures and practices of governance to be",What factors are described in the report for any process of decentralization?,"who, what, when, where, why and how"
llama3:8b,qg_squadshifts_new_wiki,"The processes of decentralization redefines structures, procedures and practices of governance to be",Is decentralization merely a movement of power from central to local government?,no
llama3:8b,qg_squadshifts_new_wiki,The MBBS (Bachelor of Medicine/Bachelor of Surgery) degree represents the first (graduation) level o,How many years does the MBBS course last?,Five and a half
llama3:8b,qg_squadshifts_new_wiki,The MBBS (Bachelor of Medicine/Bachelor of Surgery) degree represents the first (graduation) level o,What are the two types of degrees received after three years of study?,MD or MS
llama3:8b,qg_squadshifts_new_wiki,The MBBS (Bachelor of Medicine/Bachelor of Surgery) degree represents the first (graduation) level o,What is the prerequisite for eligibility to MS or MD course?,Holding an MBBS degree
llama3:8b,qg_squadshifts_new_wiki,The MBBS (Bachelor of Medicine/Bachelor of Surgery) degree represents the first (graduation) level o,How many subjects are mentioned as examples of medical disciplines in the MBBS course?,"Multiple (Internal Medicine, Radiology, Pathology, etc.)"
llama3:8b,qg_squadshifts_new_wiki,The MBBS (Bachelor of Medicine/Bachelor of Surgery) degree represents the first (graduation) level o,What is included in the examination for MD or MS degrees?,Theoretical and practical elements
llama3:8b,qg_squadshifts_new_wiki,The repatriations at Bleiburg (although scholars disagree on how many people died and no number has ,What are the repatriations at Bleiburg referred to?,a 'massacre'
llama3:8b,qg_squadshifts_new_wiki,The repatriations at Bleiburg (although scholars disagree on how many people died and no number has ,Why do the killings in Italy and Slovenia seem to have proceeded?,"to remove persons linked with fascism, regardless of their personal responsibility"
llama3:8b,qg_squadshifts_new_wiki,The repatriations at Bleiburg (although scholars disagree on how many people died and no number has ,What was the nature of the 1944-1945 killings in Bačka?,"the killing of suspected Hungarian, German and Serbian fascists, and their suspected affiliates, without regard to their personal responsibility"
llama3:8b,qg_squadshifts_new_wiki,The repatriations at Bleiburg (although scholars disagree on how many people died and no number has ,What were the 'foibe massacres' named after?,the 'foibe' pits in which Croatian Partisans shot Italian fascists and others
llama3:8b,qg_squadshifts_new_wiki,The repatriations at Bleiburg (although scholars disagree on how many people died and no number has ,What did a mixed Slovene-Italian historical commission investigate?,what happened in places included in present-day Italy and Slovenia
llama3:8b,qg_squadshifts_new_wiki,"Statement of Statutory Accounting Principles (""SSAP"") 62, issued by the National Association of Insu",Who issued SSAP 62?,National Association of Insurance Commissioners
llama3:8b,qg_squadshifts_new_wiki,"Statement of Statutory Accounting Principles (""SSAP"") 62, issued by the National Association of Insu",What type of accounting does SSAP 62 apply to?,Statutory accounting
llama3:8b,qg_squadshifts_new_wiki,"Statement of Statutory Accounting Principles (""SSAP"") 62, issued by the National Association of Insu",What is the purpose of paragraph 14 in SSAP 62?,To justify using a single fixed rate for discounting purposes
llama3:8b,qg_squadshifts_new_wiki,"Statement of Statutory Accounting Principles (""SSAP"") 62, issued by the National Association of Insu",What term describes the choice of a discount rate in SSAP 62?,Reasonable and appropriate
llama3:8b,qg_squadshifts_new_wiki,"Statement of Statutory Accounting Principles (""SSAP"") 62, issued by the National Association of Insu",Which two statements are nearly identical in SSAP 62?,Paragraphs 12 and FAS 113 test
llama3:8b,qg_squadshifts_new_wiki,The game developed at first without an organizing body. A tournament in 1902 between Montreal and Tr,When was the first championship tournament held?,1902
llama3:8b,qg_squadshifts_new_wiki,The game developed at first without an organizing body. A tournament in 1902 between Montreal and Tr,What types of teams existed in the early 20th Century?,"Women's teams, such as Seattle Vamps and Vancouver Amazons"
llama3:8b,qg_squadshifts_new_wiki,The game developed at first without an organizing body. A tournament in 1902 between Montreal and Tr,When did organizations start to develop?,1920s
llama3:8b,qg_squadshifts_new_wiki,The game developed at first without an organizing body. A tournament in 1902 between Montreal and Tr,What is the status of the Canadian Women's Hockey League?,"Semi-professional, developing towards fully professional"
llama3:8b,qg_squadshifts_new_wiki,The game developed at first without an organizing body. A tournament in 1902 between Montreal and Tr,When did the game spread to universities?,1960s
llama3:8b,qg_squadshifts_new_wiki,"Professional hockey has existed since the early 20th century. By 1902, the Western Pennsylvania Hock",When did the Western Pennsylvania Hockey League start employing professionals?,1902
llama3:8b,qg_squadshifts_new_wiki,"Professional hockey has existed since the early 20th century. By 1902, the Western Pennsylvania Hock",What was formed in 1904 by joining teams from Michigan and Ontario with the Western Pennsylvania Hockey League?,International Professional Hockey League (IPHL)
llama3:8b,qg_squadshifts_new_wiki,"Professional hockey has existed since the early 20th century. By 1902, the Western Pennsylvania Hock",Why did the IPHL disband?,It was cut off from its largest source of players
llama3:8b,qg_squadshifts_new_wiki,"Professional hockey has existed since the early 20th century. By 1902, the Western Pennsylvania Hock",In which provinces were professional hockey leagues operating in Canada by 1907?,"Manitoba, Ontario and Quebec"
llama3:8b,qg_squadshifts_new_wiki,"Professional hockey has existed since the early 20th century. By 1902, the Western Pennsylvania Hock",Why did Canadian leagues begin to pay players (who played with amateurs)?,Because the WPHL and IPHL hired players from Canada
llama3:8b,qg_squadshifts_new_wiki,British soldiers and immigrants to Canada and the United States brought their stick-and-ball games w,When did John Franklin write about hockey on ice?,1825
llama3:8b,qg_squadshifts_new_wiki,British soldiers and immigrants to Canada and the United States brought their stick-and-ball games w,Who is depicted playing a stick-on-ice sport in a mid-1830s watercolour?,Archibald Campbell and his family with British soldiers
llama3:8b,qg_squadshifts_new_wiki,British soldiers and immigrants to Canada and the United States brought their stick-and-ball games w,Where did Captain R.G.A. Levinge write about 'hockey on ice' in 1839?,Chippewa Creek (a tributary of the Niagara River)
llama3:8b,qg_squadshifts_new_wiki,British soldiers and immigrants to Canada and the United States brought their stick-and-ball games w,"In which year did another British Army officer in Kingston, Ontario start skating and playing hockey on the ice?",1843
llama3:8b,qg_squadshifts_new_wiki,British soldiers and immigrants to Canada and the United States brought their stick-and-ball games w,What was referred to as an early game of hockey on ice in Halifax by a 1859 Boston Evening Gazette article?,an early game of hockey on ice
llama3:8b,qg_squadshifts_new_wiki,"Religious value systems can diverge from commonly-held contemporary moral positions, such as those o",Who defends or explains away Hinduism's involvement with the caste system?,Apologists for Hinduism
llama3:8b,qg_squadshifts_new_wiki,"Religious value systems can diverge from commonly-held contemporary moral positions, such as those o",What can be read in the Bible to give a carte blanche for harsh attitudes?,"Harsh attitudes to children, the mentally handicapped, animals, the environment, the divorced, unbelievers, people with various sexual habits, and elderly women"
llama3:8b,qg_squadshifts_new_wiki,"Religious value systems can diverge from commonly-held contemporary moral positions, such as those o",How do Jewish laws in the Jewish Bible show moral standards evolving?,"By protecting the vulnerable, imposing a death penalty on those pursuing slavery and treating slaves as persons and not property"
llama3:8b,qg_squadshifts_new_wiki,"Religious value systems can diverge from commonly-held contemporary moral positions, such as those o","What kind of values can be identified across cultures, according to Paul Kurtz?","Integrity, trustworthiness, benevolence, and fairness"
llama3:8b,qg_squadshifts_new_wiki,"Religious value systems can diverge from commonly-held contemporary moral positions, such as those o",How does Elizabeth Anderson describe the Bible's moral teachings?,"As containing both good and evil teachings, being morally inconsistent"
llama3:8b,qg_squadshifts_new_wiki,"In the Visual Basic 6 language, subprograms are termed functions or subs (or methods when associated",What are subprograms called in Visual Basic 6?,Functions or subs
llama3:8b,qg_squadshifts_new_wiki,"In the Visual Basic 6 language, subprograms are termed functions or subs (or methods when associated",What is the default variable type when unspecified?,Variant type
llama3:8b,qg_squadshifts_new_wiki,"In the Visual Basic 6 language, subprograms are termed functions or subs (or methods when associated",How are parameters passed by default in Visual Basic 6?,ByRef (default)
llama3:8b,qg_squadshifts_new_wiki,"In the Visual Basic 6 language, subprograms are termed functions or subs (or methods when associated",How can a function or sub be accessed outside its module or project?,"Public, private, or friend designation"
llama3:8b,qg_squadshifts_new_wiki,"In the Visual Basic 6 language, subprograms are termed functions or subs (or methods when associated",What is another term for subs in Visual Basic 6 when associated with a class?,Methods
llama3:8b,qg_squadshifts_new_wiki,"A separatist movement has been active in Manipur since 1964, when United National Liberation Front w",When was United National Liberation Front founded?,1964
llama3:8b,qg_squadshifts_new_wiki,"A separatist movement has been active in Manipur since 1964, when United National Liberation Front w",What is considered one of India's 'sensitive areas'?,Manipur
llama3:8b,qg_squadshifts_new_wiki,"A separatist movement has been active in Manipur since 1964, when United National Liberation Front w",Why do foreign travelers need permission to enter Manipur?,Government permission
llama3:8b,qg_squadshifts_new_wiki,"A separatist movement has been active in Manipur since 1964, when United National Liberation Front w",What is the goal of some groups in the separatist movement?,Sovereign Manipur
llama3:8b,qg_squadshifts_new_wiki,"A separatist movement has been active in Manipur since 1964, when United National Liberation Front w",How many Indian states does the tribal people want to divide Manipur into?,Two or three
llama3:8b,qg_squadshifts_new_wiki,Towns and townships are subdivisions of counties. The terms townships and towns are closely related ,What are towns and townships?,Subdivisions of counties
llama3:8b,qg_squadshifts_new_wiki,Towns and townships are subdivisions of counties. The terms townships and towns are closely related ,Can terms 'township' and 'town' be used interchangeably?,"Yes, in many historical documents"
